药品名称,厂家,start_date,减少数量,增加数量,期初金额(进价),期初金额占比,previous_增加数量,is_outlier,减少数量_adjusted
利奈唑胺葡萄糖注射液,费森尤斯,2024-08-31,120.0,80.0,7496.7,0.4012620933860643,150.0,0,120.0
利妥昔单抗注射液,沪复宏汉霖,2020-10-31,6.0,6.0,0.0,0.0,0.0,0,6.0
利妥昔单抗注射液,沪复宏汉霖,2020-11-30,0.0,0.0,0.0,0.0,6.0,1,0.30000000000000004
利妥昔单抗注射液,沪复宏汉霖,2020-12-31,0.0,0.0,0.0,0.0,0.0,0,0.0
利妥昔单抗注射液,沪复宏汉霖,2021-01-31,0.0,0.0,0.0,0.0,0.0,0,0.0
利妥昔单抗注射液,沪复宏汉霖,2021-02-28,0.0,0.0,0.0,0.0,0.0,0,0.0
利妥昔单抗注射液,沪复宏汉霖,2021-03-31,0.0,0.0,0.0,0.0,0.0,0,0.0
利妥昔单抗注射液,沪复宏汉霖,2021-04-30,0.0,0.0,0.0,0.0,0.0,0,0.0
利妥昔单抗注射液,沪复宏汉霖,2021-05-31,120.0,192.0,0.0,0.04837914298320744,0.0,1,83.99999999999991
利妥昔单抗注射液,沪复宏汉霖,2021-06-30,216.0,216.0,0.0,0.13860061262214896,192.0,1,187.19999999999993
利妥昔单抗注射液,沪复宏汉霖,2021-07-31,192.0,168.0,100656.0,0.2921691153420134,216.0,0,192.0
利妥昔单抗注射液,沪复宏汉霖,2021-08-31,264.0,240.0,100656.0,0.2822881834116585,168.0,1,249.59999999999997
利妥昔单抗注射液,沪复宏汉霖,2021-09-30,312.0,336.0,201312.0,0.6834329103466315,240.0,1,297.59999999999997
利妥昔单抗注射液,沪复宏汉霖,2021-10-31,240.0,216.0,67104.0,0.8764362740240661,336.0,0,240.0
利妥昔单抗注射液,沪复宏汉霖,2021-11-30,432.0,456.0,234864.0,1.0,216.0,1,395.9999999999999
利妥昔单抗注射液,沪复宏汉霖,2021-12-31,288.0,336.0,134208.0,0.5891310911598765,456.0,0,288.0
利妥昔单抗注射液,沪复宏汉霖,2022-01-31,360.0,456.0,369072.0,1.0,336.0,0,360.0
利妥昔单抗注射液,沪复宏汉霖,2022-02-28,192.0,72.0,134208.0,1.0,456.0,1,206.4
利妥昔单抗注射液,沪复宏汉霖,2022-03-31,360.0,552.0,167760.0,1.0,72.0,0,360.0
利妥昔单抗注射液,沪复宏汉霖,2022-04-30,384.0,360.0,234864.0,1.0,552.0,0,384.0
利妥昔单抗注射液,沪复宏汉霖,2022-05-31,480.0,336.0,402624.0,1.0,360.0,1,465.59999999999997
利妥昔单抗注射液,沪复宏汉霖,2022-06-30,456.0,600.0,268416.0,1.0,336.0,0,456.0
利妥昔单抗注射液,沪复宏汉霖,2022-07-31,432.0,312.0,301968.0,1.0,600.0,0,432.0
利妥昔单抗注射液,沪复宏汉霖,2022-08-31,528.0,528.0,268416.0,1.0,312.0,1,513.5999999999999
利妥昔单抗注射液,沪复宏汉霖,2022-09-30,504.0,600.0,637488.0,1.0,528.0,0,504.0
利妥昔单抗注射液,沪复宏汉霖,2022-10-31,504.0,528.0,369072.0,1.0,600.0,0,504.0
利妥昔单抗注射液,沪复宏汉霖,2022-11-30,408.0,264.0,268416.0,1.0,528.0,1,415.2
利妥昔单抗注射液,沪复宏汉霖,2022-12-31,288.0,576.0,671040.0,1.0,264.0,1,324.0
利妥昔单抗注射液,沪复宏汉霖,2023-01-31,432.0,48.0,234864.0,1.0,576.0,0,432.0
利妥昔单抗注射液,沪复宏汉霖,2023-02-28,168.0,288.0,335520.0,1.0,48.0,1,204.0
利妥昔单抗注射液,沪复宏汉霖,2023-03-31,456.0,528.0,402624.0,1.0,288.0,0,456.0
利妥昔单抗注射液,沪复宏汉霖,2023-04-30,504.0,792.0,301968.0,1.0,528.0,0,504.0
利妥昔单抗注射液,沪复宏汉霖,2023-05-31,216.0,0.0,570384.0,1.0,792.0,0,216.0
利妥昔单抗注射液,沪复宏汉霖,2023-06-30,352.0,64.0,201312.0,0.9614364712531813,0.0,0,352.0
利妥昔单抗注射液,沪复宏汉霖,2023-07-31,688.0,736.0,197585.52,0.9245806588295166,64.0,1,632.7999999999998
利妥昔单抗注射液,沪复宏汉霖,2023-08-31,336.0,432.0,107773.92,0.8638093164019345,736.0,0,336.0
利妥昔单抗注射液,沪复宏汉霖,2023-09-30,384.0,312.0,215547.84,0.8932569422480842,432.0,0,384.0
利妥昔单抗注射液,沪复宏汉霖,2023-10-31,504.0,648.0,125736.24,0.8157278073488252,312.0,0,504.0
利妥昔单抗注射液,沪复宏汉霖,2023-11-30,408.0,240.0,107773.92,0.9733270941840277,648.0,0,408.0
利妥昔单抗注射液,沪复宏汉霖,2023-12-31,312.0,432.0,71849.28,1.0,240.0,1,319.2
利妥昔单抗注射液,沪复宏汉霖,2024-01-31,600.0,648.0,89811.6,1.0,432.0,0,600.0
利妥昔单抗注射液,沪复宏汉霖,2024-02-29,384.0,264.0,143698.56,1.0,648.0,0,384.0
利妥昔单抗注射液,沪复宏汉霖,2024-03-31,402.0,354.0,179623.2,1.0,264.0,0,402.0
利妥昔单抗注射液,沪复宏汉霖,2024-04-30,552.0,576.0,179623.2,1.0,354.0,0,552.0
利妥昔单抗注射液,沪复宏汉霖,2024-05-31,384.0,384.0,71849.28,1.0,576.0,0,384.0
利妥昔单抗注射液,沪复宏汉霖,2024-06-30,432.0,504.0,143698.56,0.9754249254209271,384.0,0,432.0
利妥昔单抗注射液,沪复宏汉霖,2024-07-31,672.0,792.0,53886.96,1.0,504.0,1,650.4
利妥昔单抗注射液,沪复宏汉霖,2024-08-31,768.0,600.0,143698.56,1.0,792.0,1,739.1999999999999
利巴韦林气雾剂,沪信谊总厂,2018-01-31,640.0,640.0,14973.6,1.0,,0,640.0
利巴韦林气雾剂,沪信谊总厂,2018-02-28,928.0,640.0,14973.6,1.0,640.0,1,913.6
利巴韦林气雾剂,沪信谊总厂,2018-03-31,336.0,480.0,9688.8,1.0,640.0,1,366.4
利巴韦林气雾剂,沪信谊总厂,2018-04-30,1336.0,1120.0,1761.6,1.0,480.0,1,1274.8
利巴韦林气雾剂,沪信谊总厂,2018-05-31,3280.0,3360.0,0.0,1.0,1120.0,1,2891.2
利巴韦林气雾剂,沪信谊总厂,2018-06-30,5160.0,5280.0,9101.6,1.0,3360.0,1,4690.0
利巴韦林气雾剂,沪信谊总厂,2018-07-31,2808.0,2880.0,11744.0,1.0,5280.0,0,2808.0
利巴韦林气雾剂,沪信谊总厂,2018-08-31,560.0,910.0,31929.0,1.0,2880.0,0,560.0
利巴韦林气雾剂,沪信谊总厂,2018-09-30,1784.0,1760.0,35452.2,1.0,910.0,0,1784.0
利巴韦林气雾剂,沪信谊总厂,2018-10-31,526.0,160.0,10276.0,1.0,1760.0,1,536.2
利巴韦林气雾剂,沪信谊总厂,2018-11-30,920.0,800.0,11744.0,1.0,160.0,0,920.0
利巴韦林气雾剂,沪信谊总厂,2018-12-31,800.0,640.0,11744.0,1.0,800.0,0,800.0
利巴韦林气雾剂,沪信谊总厂,2019-01-31,1280.0,1280.0,0.0,1.0,640.0,0,1280.0
利巴韦林气雾剂,沪信谊总厂,2019-02-28,0.0,0.0,0.0,1.0,1280.0,1,157.8
利巴韦林气雾剂,沪信谊总厂,2019-03-31,640.0,960.0,17616.0,1.0,0.0,0,640.0
利巴韦林气雾剂,沪信谊总厂,2019-04-30,1440.0,1440.0,17028.8,1.0,960.0,1,1392.0
利巴韦林气雾剂,沪信谊总厂,2019-05-31,1920.0,2240.0,11744.0,1.0,1440.0,1,1775.9999999999995
利巴韦林气雾剂,沪信谊总厂,2019-06-30,3520.0,3520.0,51967.2,1.0,2240.0,1,3039.999999999999
利巴韦林气雾剂,沪信谊总厂,2019-07-31,3880.0,4200.0,35232.0,1.0,3520.0,1,3771.9999999999995
利巴韦林气雾剂,沪信谊总厂,2019-08-31,1440.0,1760.0,23488.0,1.0,4200.0,0,1440.0
利巴韦林气雾剂,沪信谊总厂,2019-09-30,2080.0,2560.0,64592.0,1.0,1760.0,0,2080.0
利巴韦林气雾剂,沪信谊总厂,2019-10-31,960.0,0.0,29360.0,1.0,2560.0,1,1104.0
利巴韦林气雾剂,沪信谊总厂,2019-11-30,1296.0,1440.0,23488.0,1.0,0.0,0,1296.0
利巴韦林气雾剂,沪信谊总厂,2019-12-31,1104.0,800.0,0.0,1.0,1440.0,0,1104.0
利巴韦林气雾剂,沪信谊总厂,2020-01-31,840.0,2400.0,80740.0,1.0,800.0,1,876.0
利巴韦林气雾剂,沪信谊总厂,2020-02-29,8.0,0.0,74574.4,1.0,2400.0,1,257.6
利巴韦林气雾剂,沪信谊总厂,2020-03-31,320.0,0.0,56958.4,1.0,0.0,0,320.0
利巴韦林气雾剂,沪信谊总厂,2020-04-30,160.0,0.0,51086.4,1.0,0.0,0,160.0
利巴韦林气雾剂,沪信谊总厂,2020-05-31,1584.0,640.0,23488.0,1.0,0.0,1,1497.6
利巴韦林气雾剂,沪信谊总厂,2020-06-30,337.0,960.0,22900.8,1.0,640.0,0,337.0
利巴韦林气雾剂,沪信谊总厂,2020-07-31,1304.0,1280.0,16148.0,1.0,960.0,0,1304.0
利巴韦林气雾剂,沪信谊总厂,2020-08-31,2080.0,1760.0,17028.8,1.0,1280.0,1,1931.1999999999996
利巴韦林气雾剂,沪信谊总厂,2020-09-30,3584.0,7520.0,38755.2,1.0,1760.0,1,3132.799999999999
利巴韦林气雾剂,沪信谊总厂,2020-10-31,1816.0,0.0,111568.0,1.0,7520.0,0,1816.0
利巴韦林气雾剂,沪信谊总厂,2020-11-30,2008.0,800.0,37874.4,1.0,0.0,0,2008.0
利巴韦林气雾剂,沪信谊总厂,2020-12-31,1832.0,1280.0,35232.0,1.0,800.0,0,1832.0
利巴韦林气雾剂,沪信谊总厂,2021-01-31,2416.0,3680.0,34644.8,1.0,1280.0,0,2416.0
利巴韦林气雾剂,沪信谊总厂,2021-02-28,840.0,1280.0,91896.8,1.0,3680.0,1,1132.8000000000002
利巴韦林气雾剂,沪信谊总厂,2021-03-31,1920.0,320.0,33176.8,1.0,1280.0,0,1920.0
利巴韦林气雾剂,沪信谊总厂,2021-04-30,2424.0,2880.0,38755.2,1.0,320.0,1,2421.6
利巴韦林气雾剂,沪信谊总厂,2021-05-31,7280.0,6560.0,17616.0,1.0,2880.0,1,5823.199999999997
利巴韦林气雾剂,沪信谊总厂,2021-06-30,4368.0,4800.0,22020.0,1.0,6560.0,0,4368.0
利巴韦林气雾剂,沪信谊总厂,2021-07-31,2992.0,2720.0,33176.8,1.0,4800.0,0,2992.0
利巴韦林气雾剂,沪信谊总厂,2021-08-31,2080.0,2080.0,11744.0,1.0,2720.0,0,2080.0
利巴韦林气雾剂,沪信谊总厂,2021-09-30,1760.0,1600.0,4404.0,1.0,2080.0,1,1808.0
利巴韦林气雾剂,沪信谊总厂,2021-10-31,2728.0,3680.0,52848.0,1.0,1600.0,0,2728.0
利巴韦林气雾剂,沪信谊总厂,2021-11-30,2416.0,2560.0,28479.2,1.0,3680.0,0,2416.0
利巴韦林气雾剂,沪信谊总厂,2021-12-31,2128.0,2240.0,34351.2,1.0,2560.0,0,2128.0
利巴韦林气雾剂,沪信谊总厂,2022-01-31,3624.0,3520.0,40516.8,1.0,2240.0,1,3434.3999999999996
利巴韦林气雾剂,沪信谊总厂,2022-02-28,1636.0,980.0,28772.8,1.0,3520.0,1,1673.2
利巴韦林气雾剂,沪信谊总厂,2022-03-31,2600.0,2880.0,32589.6,1.0,980.0,0,2600.0
利巴韦林气雾剂,沪信谊总厂,2022-04-30,2008.0,2240.0,44333.6,1.0,2880.0,0,2008.0
利巴韦林气雾剂,沪信谊总厂,2022-05-31,2080.0,1440.0,23488.0,1.0,2240.0,0,2080.0
利巴韦林气雾剂,沪信谊总厂,2022-06-30,2400.0,3200.0,29360.0,1.0,1440.0,0,2400.0
利巴韦林气雾剂,沪信谊总厂,2022-07-31,4032.0,3360.0,28185.6,1.0,3200.0,1,3909.6
利巴韦林气雾剂,沪信谊总厂,2022-08-31,4144.0,4480.0,23488.0,1.0,3360.0,1,4110.4
利巴韦林气雾剂,沪信谊总厂,2022-09-30,3864.0,4000.0,33764.0,1.0,4480.0,0,3864.0
利巴韦林气雾剂,沪信谊总厂,2022-10-31,488.0,320.0,27598.4,1.0,4000.0,1,944.0
利巴韦林气雾剂,沪信谊总厂,2022-11-30,488.0,0.0,27304.8,1.0,320.0,0,488.0
利巴韦林气雾剂,沪信谊总厂,2022-12-31,5864.0,6720.0,35232.0,1.0,0.0,1,5347.999999999999
利巴韦林气雾剂,沪信谊总厂,2023-01-31,192.0,0.0,40516.8,1.0,6720.0,1,280.8
利巴韦林气雾剂,沪信谊总厂,2023-02-28,1776.0,1280.0,34057.6,1.0,0.0,0,1776.0
利巴韦林气雾剂,沪信谊总厂,2023-03-31,1552.0,1600.0,21364.8,1.0,1280.0,0,1552.0
利巴韦林气雾剂,沪信谊总厂,2023-04-30,4360.0,4320.0,28486.4,1.0,1600.0,0,4360.0
利巴韦林气雾剂,沪信谊总厂,2023-05-31,4480.0,4320.0,19584.4,1.0,4320.0,0,4480.0
利巴韦林气雾剂,沪信谊总厂,2023-06-30,7160.0,7840.0,24925.6,1.0,4320.0,1,6771.199999999999
利巴韦林气雾剂,沪信谊总厂,2023-07-31,10296.0,11920.0,116082.08,1.0,7840.0,1,9355.199999999997
利巴韦林气雾剂,沪信谊总厂,2023-08-31,1640.0,1600.0,113233.44,1.0,11920.0,0,1640.0
利巴韦林气雾剂,沪信谊总厂,2023-09-30,2120.0,2080.0,111453.04,1.0,1600.0,0,2120.0
利巴韦林气雾剂,沪信谊总厂,2023-10-31,1544.0,800.0,78337.6,1.0,2080.0,1,1572.8
利巴韦林气雾剂,沪信谊总厂,2023-11-30,2136.0,640.0,27062.08,1.0,800.0,0,2136.0
利巴韦林气雾剂,沪信谊总厂,2023-12-31,1992.0,2080.0,23145.2,1.0,640.0,0,1992.0
利巴韦林气雾剂,沪信谊总厂,2024-01-31,6280.0,6880.0,35251.92,1.0,2080.0,0,6280.0
利巴韦林气雾剂,沪信谊总厂,2024-02-29,2424.0,2080.0,27062.08,1.0,6880.0,0,2424.0
利巴韦林气雾剂,沪信谊总厂,2024-03-31,2944.0,2880.0,24213.44,1.0,2080.0,0,2944.0
利巴韦林气雾剂,沪信谊总厂,2024-04-30,4104.0,4160.0,27774.24,1.0,2880.0,0,4104.0
利巴韦林气雾剂,沪信谊总厂,2024-05-31,4056.0,4000.0,24925.6,1.0,4160.0,0,4056.0
利巴韦林气雾剂,沪信谊总厂,2024-06-30,4248.0,4160.0,21008.72,1.0,4000.0,0,4248.0
利巴韦林气雾剂,沪信谊总厂,2024-07-31,2816.0,2720.0,16023.6,1.0,4160.0,0,2816.0
利巴韦林气雾剂,沪信谊总厂,2024-08-31,1672.0,1600.0,12818.88,1.0,2720.0,1,1897.6
利拉鲁肽注射液,诺和诺德,2018-05-31,3.0,3.0,0.0,1.0,0.0,0,3.0
利拉鲁肽注射液,诺和诺德,2018-06-30,9.0,9.0,0.0,1.0,3.0,1,8.7
利拉鲁肽注射液,诺和诺德,2018-07-31,6.0,9.0,0.0,1.0,9.0,0,6.0
利拉鲁肽注射液,诺和诺德,2018-08-31,3.0,0.0,0.0,1.0,9.0,0,3.0
利拉鲁肽注射液,诺和诺德,2018-09-30,8.0,8.0,0.0,1.0,0.0,0,8.0
利拉鲁肽注射液,诺和诺德,2018-10-31,6.0,6.0,0.0,1.0,8.0,0,6.0
利拉鲁肽注射液,诺和诺德,2018-11-30,5.0,5.0,0.0,1.0,6.0,0,5.0
利拉鲁肽注射液,诺和诺德,2018-12-31,0.0,0.0,0.0,1.0,5.0,1,0.9000000000000001
利拉鲁肽注射液,诺和诺德,2019-01-31,3.0,3.0,0.0,1.0,0.0,0,3.0
利拉鲁肽注射液,诺和诺德,2019-02-28,0.0,0.0,0.0,1.0,3.0,0,0.0
利拉鲁肽注射液,诺和诺德,2019-03-31,6.0,6.0,0.0,1.0,0.0,0,6.0
利拉鲁肽注射液,诺和诺德,2019-04-30,6.0,6.0,0.0,1.0,6.0,0,6.0
利拉鲁肽注射液,诺和诺德,2019-05-31,3.0,3.0,0.0,1.0,6.0,0,3.0
利拉鲁肽注射液,诺和诺德,2019-06-30,30.0,30.0,5330.0,1.0,3.0,1,22.799999999999983
利拉鲁肽注射液,诺和诺德,2019-07-31,45.0,150.0,8200.0,1.0,30.0,1,40.499999999999986
利拉鲁肽注射液,诺和诺德,2019-08-31,50.0,50.0,4100.0,1.0,150.0,1,48.5
利拉鲁肽注射液,诺和诺德,2019-09-30,80.0,50.0,14350.0,1.0,50.0,1,70.99999999999997
利拉鲁肽注射液,诺和诺德,2019-10-31,63.0,50.0,14350.0,1.0,50.0,0,63.0
利拉鲁肽注射液,诺和诺德,2019-11-30,72.0,100.0,10250.0,1.0,50.0,0,72.0
利拉鲁肽注射液,诺和诺德,2019-12-31,113.0,123.0,0.0,1.0,100.0,1,103.09999999999998
利拉鲁肽注射液,诺和诺德,2020-01-31,70.0,100.0,27120.0,1.0,123.0,0,70.0
利拉鲁肽注射液,诺和诺德,2020-02-29,15.0,0.0,22035.0,1.0,100.0,1,25.5
利拉鲁肽注射液,诺和诺德,2020-03-31,65.0,100.0,13560.0,1.0,0.0,0,65.0
利拉鲁肽注射液,诺和诺德,2020-04-30,30.0,50.0,20340.0,1.0,100.0,0,30.0
利拉鲁肽注射液,诺和诺德,2020-05-31,101.0,101.0,30510.0,1.0,50.0,0,101.0
利拉鲁肽注射液,诺和诺德,2020-06-30,101.0,190.0,37290.0,1.0,101.0,0,101.0
利拉鲁肽注射液,诺和诺德,2020-07-31,100.0,100.0,27120.0,1.0,190.0,0,100.0
利拉鲁肽注射液,诺和诺德,2020-08-31,130.0,100.0,10170.0,1.0,100.0,1,121.29999999999998
利拉鲁肽注射液,诺和诺德,2020-09-30,180.0,300.0,33900.0,1.0,100.0,1,164.99999999999997
利拉鲁肽注射液,诺和诺德,2020-10-31,60.0,0.0,44070.0,1.0,300.0,0,60.0
利拉鲁肽注射液,诺和诺德,2020-11-30,190.0,100.0,27120.0,1.0,0.0,1,187.0
利拉鲁肽注射液,诺和诺德,2020-12-31,165.0,200.0,16950.0,1.0,100.0,0,165.0
利拉鲁肽注射液,诺和诺德,2021-01-31,283.0,374.0,67461.0,1.0,200.0,1,255.09999999999994
利拉鲁肽注射液,诺和诺德,2021-02-28,126.0,216.0,46782.0,1.0,374.0,0,126.0
利拉鲁肽注射液,诺和诺德,2021-03-31,258.0,50.0,26442.0,1.0,216.0,0,258.0
利拉鲁肽注射液,诺和诺德,2021-04-30,445.0,623.0,72546.0,1.0,50.0,1,396.39999999999986
利拉鲁肽注射液,诺和诺德,2021-05-31,231.0,108.0,23730.0,1.0,623.0,0,231.0
利拉鲁肽注射液,诺和诺德,2021-06-30,252.0,266.0,66105.0,1.0,108.0,0,252.0
利拉鲁肽注射液,诺和诺德,2021-07-31,298.0,324.0,58647.0,1.0,266.0,0,298.0
利拉鲁肽注射液,诺和诺德,2021-08-31,281.0,324.0,33222.0,1.0,324.0,0,281.0
利拉鲁肽注射液,诺和诺德,2021-09-30,256.0,432.0,69834.0,1.0,324.0,0,256.0
利拉鲁肽注射液,诺和诺德,2021-10-31,196.0,108.0,63054.0,1.0,432.0,1,206.5
利拉鲁肽注射液,诺和诺德,2021-11-30,256.0,324.0,36612.0,1.0,108.0,0,256.0
利拉鲁肽注射液,诺和诺德,2021-12-31,420.0,460.0,66444.0,1.0,324.0,1,383.3999999999999
利拉鲁肽注射液,诺和诺德,2022-01-31,696.0,892.0,129891.24,1.0,460.0,1,613.1999999999998
利拉鲁肽注射液,诺和诺德,2022-02-28,196.0,0.0,95842.08,1.0,892.0,0,196.0
利拉鲁肽注射液,诺和诺德,2022-03-31,334.0,216.0,54856.98,1.0,0.0,0,334.0
利拉鲁肽注射液,诺和诺德,2022-04-30,374.0,432.0,61792.92,1.0,216.0,0,374.0
利拉鲁肽注射液,诺和诺德,2022-05-31,156.0,108.0,52334.82,1.0,432.0,1,168.0
利拉鲁肽注射液,诺和诺德,2022-06-30,216.0,216.0,27743.76,1.0,108.0,0,216.0
利拉鲁肽注射液,诺和诺德,2022-07-31,452.0,432.0,64945.62,1.0,216.0,0,452.0
利拉鲁肽注射液,诺和诺德,2022-08-31,374.0,324.0,46029.42,1.0,432.0,0,374.0
利拉鲁肽注射液,诺和诺德,2022-09-30,442.0,756.0,58640.22,1.0,324.0,0,442.0
利拉鲁肽注射液,诺和诺德,2022-10-31,394.0,216.0,88906.14,1.0,756.0,0,394.0
利拉鲁肽注射液,诺和诺德,2022-11-30,342.0,324.0,55487.52,1.0,216.0,0,342.0
利拉鲁肽注射液,诺和诺德,2022-12-31,372.0,540.0,136196.64,1.0,324.0,0,372.0
利拉鲁肽注射液,诺和诺德,2023-01-31,355.0,324.0,92689.38,1.0,540.0,0,355.0
利拉鲁肽注射液,诺和诺德,2023-02-28,278.0,216.0,51389.01,1.0,324.0,1,297.2
利拉鲁肽注射液,诺和诺德,2023-03-31,467.0,540.0,87960.33,1.0,216.0,1,459.5
利拉鲁肽注射液,诺和诺德,2023-04-30,520.0,540.0,110975.04,1.0,540.0,1,504.09999999999997
利拉鲁肽注射液,诺和诺德,2023-05-31,364.0,216.0,68098.32,1.0,540.0,0,364.0
利拉鲁肽注射液,诺和诺德,2023-06-30,380.0,648.0,44137.8,1.0,216.0,0,380.0
利拉鲁肽注射液,诺和诺德,2023-07-31,590.0,432.0,22068.9,1.0,648.0,1,569.0
利拉鲁肽注射液,诺和诺德,2023-08-31,272.0,216.0,44768.34,1.0,432.0,1,273.8
利拉鲁肽注射液,诺和诺德,2023-09-30,358.0,216.0,34049.16,1.0,216.0,0,358.0
利拉鲁肽注射液,诺和诺德,2023-10-31,304.0,432.0,34049.16,1.0,216.0,0,304.0
利拉鲁肽注射液,诺和诺德,2023-11-30,231.0,216.0,102147.48,1.0,432.0,1,243.3
利拉鲁肽注射液,诺和诺德,2023-12-31,148.0,324.0,19862.01,1.0,216.0,1,172.9
利拉鲁肽注射液,诺和诺德,2024-01-31,462.0,108.0,44453.07,1.0,324.0,0,462.0
利拉鲁肽注射液,诺和诺德,2024-02-29,118.0,296.0,97418.43,1.0,108.0,1,127.0
利拉鲁肽注射液,诺和诺德,2024-03-31,178.0,324.0,41300.37,1.0,296.0,0,178.0
利拉鲁肽注射液,诺和诺德,2024-04-30,465.0,324.0,68098.32,1.0,324.0,1,464.1
利拉鲁肽注射液,诺和诺德,2024-05-31,276.0,216.0,55487.52,1.0,324.0,0,276.0
利拉鲁肽注射液,诺和诺德,2024-06-30,362.0,324.0,70620.48,1.0,216.0,0,362.0
利拉鲁肽注射液,诺和诺德,2024-07-31,497.0,482.0,63369.27,1.0,324.0,1,487.4
利拉鲁肽注射液,诺和诺德,2024-08-31,188.0,374.0,53911.17,1.0,482.0,0,188.0
利格列汀片,勃林格殷格翰,2022-04-30,210.0,410.0,5713.2,0.11410698878343398,0.0,0,210.0
利格列汀片,勃林格殷格翰,2022-05-31,900.0,800.0,5713.2,0.5374756464827523,410.0,1,865.5
利格列汀片,勃林格殷格翰,2022-06-30,910.0,1400.0,60306.0,0.6649406236993084,800.0,1,909.0
利格列汀片,勃林格殷格翰,2022-07-31,1150.0,1400.0,21583.2,0.6995116031290839,1400.0,1,1114.0
利格列汀片,勃林格殷格翰,2022-08-31,2060.0,2000.0,21583.2,0.6542275017687074,1400.0,1,1877.9999999999998
利格列汀片,勃林格殷格翰,2022-09-30,2180.0,2400.0,25392.0,0.7061028617718038,2000.0,1,2150.0
利格列汀片,勃林格殷格翰,2022-10-31,1440.0,1200.0,41262.0,0.6852827195012301,2400.0,0,1440.0
利格列汀片,勃林格殷格翰,2022-11-30,1610.0,1600.0,0.0,0.47759547976748984,1200.0,0,1610.0
利格列汀片,勃林格殷格翰,2022-12-31,1500.0,1600.0,73002.0,0.8161987462234961,1600.0,0,1500.0
利格列汀片,勃林格殷格翰,2023-01-31,2350.0,2600.0,85698.0,0.5233020903054761,1600.0,1,2299.0
利格列汀片,勃林格殷格翰,2023-02-28,2800.0,3000.0,38088.0,0.2470381070185745,2600.0,1,2664.9999999999995
利格列汀片,勃林格殷格翰,2023-03-31,3850.0,4600.0,63480.0,0.682449384870556,3000.0,1,3534.999999999999
利格列汀片,勃林格殷格翰,2023-04-30,5150.0,5600.0,111090.0,1.0,4600.0,1,4759.999999999999
利格列汀片,勃林格殷格翰,2023-05-31,3510.0,5000.0,88237.2,1.0,5600.0,0,3510.0
利格列汀片,勃林格殷格翰,2023-06-30,3390.0,3000.0,147273.6,1.0,5000.0,0,3390.0
利格列汀片,勃林格殷格翰,2023-07-31,5960.0,5200.0,238050.0,1.0,3000.0,1,5716.999999999999
利格列汀片,勃林格殷格翰,2023-08-31,3720.0,1280.0,38088.0,1.0,5200.0,0,3720.0
利格列汀片,勃林格殷格翰,2023-09-30,4030.0,6630.0,69193.2,1.0,1280.0,0,4030.0
利格列汀片,勃林格殷格翰,2023-10-31,9844.0,8044.0,123200.0,1.0,6630.0,1,8678.799999999997
利格列汀片,勃林格殷格翰,2023-11-30,3200.0,4200.0,81200.0,0.9177955003691329,8044.0,1,3257.0
利格列汀片,勃林格殷格翰,2023-12-31,3250.0,2800.0,67200.0,0.7708514749626251,4200.0,0,3250.0
利格列汀片,勃林格殷格翰,2024-01-31,6550.0,7400.0,212800.0,0.806494888114728,2800.0,0,6550.0
利格列汀片,勃林格殷格翰,2024-02-29,1680.0,2400.0,220640.0,0.8511158062233999,7400.0,1,2136.0
利格列汀片,勃林格殷格翰,2024-03-31,3610.0,1800.0,59920.0,0.9287619690471831,2400.0,0,3610.0
利格列汀片,勃林格殷格翰,2024-04-30,7110.0,9200.0,215600.0,0.8286373052842686,1800.0,0,7110.0
利格列汀片,勃林格殷格翰,2024-05-31,3060.0,1000.0,131040.0,0.8505532747426292,9200.0,0,3060.0
利格列汀片,勃林格殷格翰,2024-06-30,4590.0,4850.0,112000.0,0.7180138110278762,1000.0,0,4590.0
利格列汀片,勃林格殷格翰,2024-07-31,6000.0,6800.0,100800.0,0.7791563875689365,4850.0,0,6000.0
利格列汀片,勃林格殷格翰,2024-08-31,4014.0,3014.0,145600.0,0.759792546425107,6800.0,0,4014.0
制五味子,统货,2020-06-30,17.0,29.0,4940.0,1.0,0.0,0,17.0
制五味子,统货,2020-07-31,4.0,0.0,3420.0,1.0,29.0,1,4.65
制五味子,统货,2020-08-31,22.0,28.0,6460.0,1.0,0.0,1,21.5
制五味子,统货,2020-09-30,10.0,6.0,6080.0,1.0,28.0,0,10.0
制五味子,统货,2020-10-31,18.0,12.0,2660.0,1.0,6.0,0,18.0
制五味子,统货,2020-11-30,4.0,5.0,2280.0,1.0,12.0,0,4.0
制五味子,统货,2020-12-31,10.0,9.0,1520.0,1.0,5.0,0,10.0
制五味子,统货,2021-01-31,16.0,24.0,1140.0,1.0,9.0,0,16.0
制五味子,统货,2021-02-28,4.0,0.0,3420.0,1.0,24.0,0,4.0
制五味子,统货,2021-03-31,20.0,24.0,4940.0,1.0,0.0,1,19.4
制五味子,统货,2021-04-30,6.0,2.0,3420.0,1.0,24.0,0,6.0
制五味子,统货,2021-05-31,10.0,6.0,2660.0,1.0,2.0,0,10.0
制五味子,统货,2021-06-30,4.0,6.0,2660.0,1.0,6.0,0,4.0
制五味子,统货,2021-07-31,2.0,0.0,1900.0,1.0,6.0,1,2.6
制五味子,统货,2021-08-31,12.0,12.0,2660.0,1.0,0.0,0,12.0
制五味子,统货,2021-09-30,7.0,0.0,1140.0,1.0,12.0,0,7.0
