药品名称,厂家,增加数量,减少数量,期初金额(进价),start_date,end_date
塑料盒,金坛鑫宇,0.0,0.0,0.0,2018-01-08,2018-01-14
药用软膏管,佛山辉鸿,0.0,0.0,0.0,2018-01-08,2018-01-14
塑料盒,金坛鑫宇,0.0,0.0,0.0,2018-01-08,2018-01-14
塑料盒[油膏盒],常州曼迪科,0.0,0.0,0.0,2018-01-08,2018-01-14
塑料盒[油膏盒],常州曼迪科,0.0,0.0,0.0,2018-01-08,2018-01-14
塑料盒[油膏盒],常州曼迪科,0.0,0.0,0.0,2018-01-08,2018-01-14
维E霜化妆盒,苏,0.0,0.0,0.0,2018-01-08,2018-01-14
药用软膏管,河北安泰,0.0,0.0,0.0,2018-01-08,2018-01-14
盐酸安罗替尼胶囊,苏正大天晴,0.0,0.0,0.0,2018-01-08,2018-01-14
甲磺酸阿帕替尼片,苏恒瑞医药,0.0,0.0,0.0,2018-01-08,2018-01-14
甲磺酸阿帕替尼片,苏恒瑞医药,0.0,0.0,0.0,2018-01-08,2018-01-14
枸橼酸伊沙佐米胶囊,德国,0.0,0.0,0.0,2018-01-08,2018-01-14
注射用阿扎胞苷,德国百特,0.0,0.0,0.0,2018-01-08,2018-01-14
枸橼酸伊沙佐米胶囊,德国,0.0,0.0,0.0,2018-01-08,2018-01-14
盐酸安罗替尼胶囊,苏正大天晴,0.0,0.0,0.0,2018-01-08,2018-01-14
克唑替尼胶囊,辉瑞,0.0,0.0,0.0,2018-01-08,2018-01-14
伊布替尼胶囊,美国,0.0,0.0,0.0,2018-01-08,2018-01-14
塞瑞替尼胶囊,诺华,0.0,0.0,0.0,2018-01-08,2018-01-14
培唑帕尼片,葛兰素,0.0,0.0,0.0,2018-01-08,2018-01-14
瑞戈非尼片,拜耳,0.0,0.0,0.0,2018-01-08,2018-01-14
板蓝根颗粒*$,沪悦胜芜湖,0.0,0.0,0.0,2018-01-08,2018-01-14
富马酸替诺福韦二吡呋酯片,成都倍特,0.0,0.0,0.0,2018-01-08,2018-01-14
小儿青翘颗粒,川凯京制药,0.0,0.0,0.0,2018-01-08,2018-01-14
喜炎平注射液,江西青峰,0.0,0.0,0.0,2018-01-08,2018-01-14
喜炎平注射液,江西青峰,0.0,0.0,0.0,2018-01-08,2018-01-14
垂盆草颗粒$,皖巢湖今辰,0.0,0.0,0.0,2018-01-08,2018-01-14
舒肝宁注射液,贵州瑞和,0.0,0.0,0.0,2018-01-08,2018-01-14
参附注射液,川雅安三九,0.0,0.0,0.0,2018-01-08,2018-01-14
参麦注射液,浙正大青春,0.0,0.0,0.0,2018-01-08,2018-01-14
参麦注射液#*,浙正大青春,0.0,0.0,0.0,2018-01-08,2018-01-14
生脉注射液,苏苏中,0.0,0.0,0.0,2018-01-08,2018-01-14
生脉注射液#*,山西太行,0.0,0.0,0.0,2018-01-08,2018-01-14
消咳喘糖浆$,黑铁力红叶,0.0,0.0,0.0,2018-01-08,2018-01-14
急支糖浆,四川涪陵,0.0,0.0,0.0,2018-01-08,2018-01-14
清开灵注射液,冀神威,0.0,0.0,0.0,2018-01-08,2018-01-14
醒脑静注射液,无锡济民,0.0,0.0,0.0,2018-01-08,2018-01-14
刺五加注射液$,黑完达山,0.0,0.0,0.0,2018-01-08,2018-01-14
黄连阿胶安神膏,东阿阿胶,0.0,0.0,0.0,2018-01-08,2018-01-14
黄连阿胶安神膏,东阿阿胶,0.0,0.0,0.0,2018-01-08,2018-01-14
黄连阿胶安神膏,老君堂阿胶,0.0,0.0,0.0,2018-01-08,2018-01-14
滋肾育胎丸,广州中一厂,0.0,0.0,0.0,2018-01-08,2018-01-14
注射用血塞通[冻干],昆明制药,0.0,0.0,0.0,2018-01-08,2018-01-14
丹参注射液,正大青春宝,0.0,0.0,0.0,2018-01-08,2018-01-14
丹参滴注液,皖天洋药业,0.0,0.0,0.0,2018-01-08,2018-01-14
疏血通注射液,牡丹江友博,0.0,0.0,0.0,2018-01-08,2018-01-14
香丹注射液#,京双鹤高科,0.0,0.0,0.0,2018-01-08,2018-01-14
丹红注射液,山东丹红,0.0,0.0,0.0,2018-01-08,2018-01-14
银杏达莫注射液,贵州益佰,0.0,-480.0,39648.0,2018-01-08,2018-01-14
银杏叶提取物注射液,台湾济生,3000.0,-3300.0,78175.0,2018-01-08,2018-01-14
大株红景天注射液,通化玉圣,0.0,0.0,0.0,2018-01-08,2018-01-14
注射用灯盏花素,湖南恒生,0.0,0.0,0.0,2018-01-08,2018-01-14
胃苏颗粒,扬子江,0.0,0.0,0.0,2018-01-08,2018-01-14
脉络舒通颗粒,鲁南厚普,0.0,0.0,0.0,2018-01-08,2018-01-14
八正合剂*$,陕中医学院,0.0,0.0,0.0,2018-01-08,2018-01-14
爱活胆通,德汉堡爱活,0.0,0.0,0.0,2018-01-08,2018-01-14
锡类散,杭胡庆余堂,0.0,0.0,0.0,2018-01-08,2018-01-14
复方黄柏液涂剂,鲁汉方,0.0,0.0,0.0,2018-01-08,2018-01-14
肛泰软膏,鲁烟台荣昌,0.0,-160.0,8083.2,2018-01-08,2018-01-14
马应龙麝香痔疮膏,武汉马应龙,0.0,0.0,0.0,2018-01-08,2018-01-14
马应龙麝香痔疮膏#,武汉马应龙,0.0,0.0,0.0,2018-01-08,2018-01-14
艾迪注射液,贵州益佰,0.0,0.0,0.0,2018-01-08,2018-01-14
蟾酥$,皖凤阳科苑,0.0,0.0,0.0,2018-01-08,2018-01-14
得力生*$,京正邦制药,0.0,0.0,0.0,2018-01-08,2018-01-14
康艾注射液,长白山,0.0,0.0,0.0,2018-01-08,2018-01-14
复方苦参注射液,山西振东,0.0,0.0,0.0,2018-01-08,2018-01-14
华蟾素注射液,皖金蟾生化,0.0,0.0,0.0,2018-01-08,2018-01-14
华蟾素注射液,皖金蟾生化,0.0,0.0,0.0,2018-01-08,2018-01-14
康艾注射液,吉林长白山,0.0,0.0,0.0,2018-01-08,2018-01-14
康莱特注射液,浙江康莱特,0.0,0.0,16512.3,2018-01-08,2018-01-14
鸦胆子油乳注射液,沈药大集琦,0.0,0.0,0.0,2018-01-08,2018-01-14
鸦胆子油乳注射液,广州白云山,0.0,0.0,0.0,2018-01-08,2018-01-14
参芪扶正注射液,丽珠利民,125.0,-125.0,3397.2,2018-01-08,2018-01-14
益母草膏,皖福康药业,0.0,0.0,0.0,2018-01-08,2018-01-14
保妇康栓,海南碧凯,200.0,-400.0,25637.0,2018-01-08,2018-01-14
洁尔阴洗液,成都恩威,0.0,0.0,0.0,2018-01-08,2018-01-14
克痒舒$,合肥华威,0.0,0.0,0.0,2018-01-08,2018-01-14
清艾条,苏康美,1500.0,-500.0,895.0,2018-01-08,2018-01-14
清艾条,苏州东方,0.0,0.0,0.0,2018-01-08,2018-01-14
康妇消炎栓,葵花伊春,0.0,-600.0,16332.0,2018-01-08,2018-01-14
桂林西瓜霜,桂林三金,0.0,0.0,0.0,2018-01-08,2018-01-14
伤科灵喷雾剂,贵州恒霸,0.0,0.0,0.0,2018-01-08,2018-01-14
复方热敷散,皖新世纪,0.0,0.0,0.0,2018-01-08,2018-01-14
依马打正红花油,香港联华,0.0,0.0,0.0,2018-01-08,2018-01-14
风油精,福建漳州,0.0,0.0,0.0,2018-01-08,2018-01-14
丹皮酚软膏,合肥立方,300.0,-300.0,6656.0,2018-01-08,2018-01-14
复方黄黛片,天长亿帆,0.0,0.0,0.0,2018-01-08,2018-01-14
苦参凝胶,贵阳新天,0.0,0.0,0.0,2018-01-08,2018-01-14
玫芦消痤膏,贵州佳程,0.0,0.0,0.0,2018-01-08,2018-01-14
玫芦消痤膏,贵州佳程,0.0,0.0,0.0,2018-01-08,2018-01-14
清凉油,沪中华,0.0,0.0,0.0,2018-01-08,2018-01-14
冰黄肤乐软膏,西藏芝芝,0.0,0.0,0.0,2018-01-08,2018-01-14
消痛贴膏,西藏奇正,0.0,-240.0,15240.0,2018-01-08,2018-01-14
白花蛇舌草,统货,0.0,,972.8,2018-01-08,2018-01-14
百蕊草,统货,0.0,0.0,99.51,2018-01-08,2018-01-14
败酱,统货,0.0,0.0,202.0,2018-01-08,2018-01-14
半边莲,统货,0.0,0.0,677.04,2018-01-08,2018-01-14
半枝莲,统货,,,502.2,2018-01-08,2018-01-14
萹蓄,统货,0.0,0.0,43.71,2018-01-08,2018-01-14
薄荷,统货,0.0,0.0,892.8,2018-01-08,2018-01-14
生春柴胡,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
炒春柴胡,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
垂盆草,统货,0.0,0.0,803.52,2018-01-08,2018-01-14
紫花地丁,统货,0.0,,206.46,2018-01-08,2018-01-14
地锦草,统货,0.0,0.0,111.6,2018-01-08,2018-01-14
凤尾草,统货,0.0,,82.59,2018-01-08,2018-01-14
谷精草,统货,0.0,0.0,48.36,2018-01-08,2018-01-14
墨旱莲,统货,0.0,,137.64,2018-01-08,2018-01-14
槲寄生,统货,0.0,,720.0,2018-01-08,2018-01-14
广藿香,统货,0.0,0.0,223.2,2018-01-08,2018-01-14
金钱草,统货,0.0,0.0,87.42,2018-01-08,2018-01-14
荆芥炭,统货,0.0,0.0,87.42,2018-01-08,2018-01-14
瞿麦,统货,0.0,,481.74,2018-01-08,2018-01-14
老鹳草,统货,0.0,0.0,77.0,2018-01-08,2018-01-14
北刘寄奴,统货,0.0,,394.32,2018-01-08,2018-01-14
白马骨,统货,0.0,0.0,424.08,2018-01-08,2018-01-14
龙葵,统货,0.0,0.0,122.76,2018-01-08,2018-01-14
鹿衔草,统货,0.0,0.0,99.87,2018-01-08,2018-01-14
蜜炙麻黄,统货,0.0,0.0,47.43,2018-01-08,2018-01-14
麻黄,统货,0.0,0.0,262.26,2018-01-08,2018-01-14
马鞭草#,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
马齿苋,统货,0.0,0.0,107.2,2018-01-08,2018-01-14
木贼#,辽宁,0.0,0.0,0.0,2018-01-08,2018-01-14
佩兰,统货,0.0,0.0,208.32,2018-01-08,2018-01-14
矮地茶,浙江,0.0,0.0,0.0,2018-01-08,2018-01-14
蒲公英,统货,0.0,,827.96,2018-01-08,2018-01-14
千里光,统货,0.0,0.0,38.87,2018-01-08,2018-01-14
青蒿,统货,0.0,0.0,206.46,2018-01-08,2018-01-14
蛇莓,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
伸筋草,统货,0.0,0.0,57.0,2018-01-08,2018-01-14
石打穿,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
石斛,统货,0.0,0.0,200.88,2018-01-08,2018-01-14
石韦,统货,0.0,0.0,174.84,2018-01-08,2018-01-14
白英,统货,0.0,0.0,90.0,2018-01-08,2018-01-14
紫苏梗,统货,0.0,0.0,53.94,2018-01-08,2018-01-14
田基黄#,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
透骨草,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
豨莶草#,皖,0.0,0.0,43.71,2018-01-08,2018-01-14
细辛,统货,0.0,0.0,332.0,2018-01-08,2018-01-14
夏枯草,统货,0.0,,223.2,2018-01-08,2018-01-14
仙鹤草,统货,,,623.1,2018-01-08,2018-01-14
益母草,统货,,,40.18,2018-01-08,2018-01-14
茵陈,统货,0.0,0.0,223.2,2018-01-08,2018-01-14
淫羊藿,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
鱼腥草,统货,0.0,,492.9,2018-01-08,2018-01-14
泽兰,统货,0.0,,260.4,2018-01-08,2018-01-14
泽漆,安徽,0.0,0.0,0.0,2018-01-08,2018-01-14
款冬花,统货,,0.0,0.0,2018-01-08,2018-01-14
红花,统货,0.0,,1502.88,2018-01-08,2018-01-14
厚朴花,统货,0.0,0.0,51.24,2018-01-08,2018-01-14
炒槐花,统货,0.0,,178.56,2018-01-08,2018-01-14
鸡冠花,统货,0.0,,111.25,2018-01-08,2018-01-14
建曲,安徽,0.0,,949.3,2018-01-08,2018-01-14
菊花,统货,0.0,0.0,1227.6,2018-01-08,2018-01-14
梅花,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
玫瑰花,统货,0.0,0.0,1990.2,2018-01-08,2018-01-14
密蒙花#,河南,0.0,0.0,344.1,2018-01-08,2018-01-14
蒲黄炭,统货,,0.0,0.0,2018-01-08,2018-01-14
辛夷,统货,0.0,0.0,192.51,2018-01-08,2018-01-14
野菊花,统货,0.0,,86.0,2018-01-08,2018-01-14
合欢花,统货,0.0,0.0,190.0,2018-01-08,2018-01-14
月季花,统货,0.0,0.0,624.96,2018-01-08,2018-01-14
蜜炙款冬花,统货,0.0,0.0,827.7,2018-01-08,2018-01-14
侧柏叶炭,统货,0.0,0.0,74.4,2018-01-08,2018-01-14
大青叶,统货,0.0,0.0,595.2,2018-01-08,2018-01-14
淡竹叶,统货,0.0,,55.8,2018-01-08,2018-01-14
银杏叶,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
番泻叶,统货,0.0,0.0,44.64,2018-01-08,2018-01-14
枸骨叶,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
荷叶*$,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
金橘叶,统货,0.0,0.0,84.8,2018-01-08,2018-01-14
苦丁茶#,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
蜜炙枇杷叶,统货,0.0,0.0,125.72,2018-01-08,2018-01-14
桑叶,统货,0.0,0.0,24.18,2018-01-08,2018-01-14
紫苏叶,统货,0.0,0.0,48.6,2018-01-08,2018-01-14
寻骨风#,皖,0.0,0.0,21.2,2018-01-08,2018-01-14
白鲜皮,统货,0.0,0.0,1101.12,2018-01-08,2018-01-14
陈皮,统货,0.0,,372.0,2018-01-08,2018-01-14
柴胡,统货,0.0,,1320.0,2018-01-08,2018-01-14
炒椿皮,统货,0.0,0.0,189.7,2018-01-08,2018-01-14
大腹皮,统货,0.0,0.0,78.12,2018-01-08,2018-01-14
牡丹皮,统货,0.0,,1032.3,2018-01-08,2018-01-14
地骨皮,统货,0.0,,204.6,2018-01-08,2018-01-14
冬瓜皮,统货,0.0,0.0,48.36,2018-01-08,2018-01-14
盐炒杜仲,统货,0.0,,880.44,2018-01-08,2018-01-14
生瓜蒌皮,统货,0.0,0.0,179.64,2018-01-08,2018-01-14
海桐皮#,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
合欢皮,统货,0.0,0.0,163.5,2018-01-08,2018-01-14
炒厚朴,统货,0.0,0.0,920.7,2018-01-08,2018-01-14
黄柏,统货,0.0,0.0,208.32,2018-01-08,2018-01-14
苦楝皮#,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
秦皮#,辽宁,0.0,0.0,0.0,2018-01-08,2018-01-14
青皮,统货,0.0,0.0,350.0,2018-01-08,2018-01-14
肉桂,统货,0.0,,606.87,2018-01-08,2018-01-14
炙桑白皮#,皖,0.0,0.0,174.08,2018-01-08,2018-01-14
石榴皮,统货,0.0,,34.0,2018-01-08,2018-01-14
土荆皮,统货,0.0,0.0,288.3,2018-01-08,2018-01-14
香加皮#,山西,0.0,0.0,0.0,2018-01-08,2018-01-14
香橼,统货,0.0,0.0,64.44,2018-01-08,2018-01-14
紫荆皮,统货,0.0,0.0,89.64,2018-01-08,2018-01-14
盐巴戟天,统货,0.0,0.0,444.54,2018-01-08,2018-01-14
菝葜#,江苏,0.0,0.0,0.0,2018-01-08,2018-01-14
白及,统货,0.0,,1946.0,2018-01-08,2018-01-14
白蔹,统货,0.0,0.0,111.6,2018-01-08,2018-01-14
白茅根,统货,0.0,,530.2,2018-01-08,2018-01-14
白前#,皖,0.0,0.0,887.22,2018-01-08,2018-01-14
炒白芍,统货,0.0,,1883.1,2018-01-08,2018-01-14
生白芍,统货,0.0,0.0,1461.84,2018-01-08,2018-01-14
炒白术#,皖,0.0,,3960.0,2018-01-08,2018-01-14
生白术,统货,0.0,0.0,2053.44,2018-01-08,2018-01-14
白头翁,统货,0.0,0.0,296.0,2018-01-08,2018-01-14
白薇#,辽宁,0.0,0.0,0.0,2018-01-08,2018-01-14
重楼,统货,0.0,0.0,8496.0,2018-01-08,2018-01-14
白芷,统货,0.0,0.0,412.92,2018-01-08,2018-01-14
百部,统货,0.0,0.0,136.0,2018-01-08,2018-01-14
百合,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
板蓝根,统货,0.0,0.0,1707.48,2018-01-08,2018-01-14
北沙参,统货,0.0,,1100.0,2018-01-08,2018-01-14
绵萆薢,统货,0.0,0.0,49.1,2018-01-08,2018-01-14
炒苍术,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
生苍术#,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
制草乌,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
赤芍,统货,0.0,0.0,766.32,2018-01-08,2018-01-14
川贝母,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
川牛膝,统货,0.0,,461.28,2018-01-08,2018-01-14
制川乌,统货,0.0,0.0,452.0,2018-01-08,2018-01-14
川芎,统货,0.0,,2022.24,2018-01-08,2018-01-14
粉大黄#,甘肃,0.0,0.0,0.0,2018-01-08,2018-01-14
炒大黄,统货,0.0,,240.0,2018-01-08,2018-01-14
生大黄,统货,0.0,,910.0,2018-01-08,2018-01-14
炒大蓟#,安徽,0.0,0.0,0.0,2018-01-08,2018-01-14
生大蓟,统货,0.0,,483.6,2018-01-08,2018-01-14
丹参,统货,0.0,,2587.26,2018-01-08,2018-01-14
胆南星,四川,0.0,0.0,779.8,2018-01-08,2018-01-14
酒炒当归,统货,,0.0,0.0,2018-01-08,2018-01-14
当归,统货,0.0,,4080.0,2018-01-08,2018-01-14
党参,统货,0.0,,5585.58,2018-01-08,2018-01-14
炒党参,统货,0.0,0.0,1422.9,2018-01-08,2018-01-14
鹿角胶,华鹏,0.0,0.0,0.0,2018-01-08,2018-01-14
地榆炭,统货,0.0,,120.0,2018-01-08,2018-01-14
生地榆,统货,0.0,0.0,140.0,2018-01-08,2018-01-14
独活,统货,0.0,0.0,224.6,2018-01-08,2018-01-14
莪术,统货,0.0,,963.48,2018-01-08,2018-01-14
法半夏,统货,0.0,,2797.44,2018-01-08,2018-01-14
防风,统货,0.0,0.0,2928.0,2018-01-08,2018-01-14
防己,统货,0.0,0.0,692.0,2018-01-08,2018-01-14
黑附片,统货,0.0,0.0,463.6,2018-01-08,2018-01-14
干姜,统货,0.0,0.0,167.4,2018-01-08,2018-01-14
生甘草,统货,0.0,0.0,937.44,2018-01-08,2018-01-14
甘松#,四川,0.0,0.0,0.0,2018-01-08,2018-01-14
高良姜,统货,0.0,0.0,120.4,2018-01-08,2018-01-14
藁本,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
煨葛根,统货,0.0,0.0,290.16,2018-01-08,2018-01-14
葛根,统货,0.0,,245.0,2018-01-08,2018-01-14
狗脊,统货,0.0,,178.56,2018-01-08,2018-01-14
绵马贯众,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
制何首乌,统货,0.0,,751.4,2018-01-08,2018-01-14
胡黄连#,西藏,0.0,0.0,0.0,2018-01-08,2018-01-14
虎杖,统货,0.0,0.0,32.0,2018-01-08,2018-01-14
牛膝,统货,0.0,,1040.0,2018-01-08,2018-01-14
黄精,统货,0.0,0.0,1680.0,2018-01-08,2018-01-14
黄连#,四川,0.0,0.0,0.0,2018-01-08,2018-01-14
黄连,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
蜜炙黄芪,统货,0.0,,505.92,2018-01-08,2018-01-14
生黄芪,统货,0.0,,8704.8,2018-01-08,2018-01-14
酒炒黄芩,统货,0.0,,5694.39,2018-01-08,2018-01-14
生黄芩#,内蒙古,0.0,0.0,795.0,2018-01-08,2018-01-14
九节菖蒲#,山西,0.0,0.0,0.0,2018-01-08,2018-01-14
桔梗,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
苦参,统货,0.0,0.0,249.24,2018-01-08,2018-01-14
龙胆,统货,0.0,,1077.0,2018-01-08,2018-01-14
漏芦#,河北,0.0,0.0,0.0,2018-01-08,2018-01-14
芦根,统货,0.0,0.0,120.0,2018-01-08,2018-01-14
麻黄根,统货,0.0,0.0,23.25,2018-01-08,2018-01-14
麦冬,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
猫爪草,统货,0.0,0.0,3403.8,2018-01-08,2018-01-14
炒骨碎补,统货,0.0,0.0,23.44,2018-01-08,2018-01-14
炒木香,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
木香,统货,0.0,,825.84,2018-01-08,2018-01-14
南沙参,统货,0.0,0.0,1406.16,2018-01-08,2018-01-14
藕节炭,统货,0.0,0.0,94.2,2018-01-08,2018-01-14
炮姜炭#,四川,0.0,0.0,0.0,2018-01-08,2018-01-14
片姜黄,统货,0.0,0.0,323.64,2018-01-08,2018-01-14
千年健#,云南,0.0,0.0,0.0,2018-01-08,2018-01-14
前胡,统货,0.0,0.0,2291.52,2018-01-08,2018-01-14
茜草炭,统货,0.0,0.0,732.8,2018-01-08,2018-01-14
茜草,统货,0.0,,161.82,2018-01-08,2018-01-14
羌活,统货,0.0,,3600.0,2018-01-08,2018-01-14
秦艽,统货,0.0,,867.69,2018-01-08,2018-01-14
姜半夏,统货,0.0,0.0,3109.92,2018-01-08,2018-01-14
肉苁蓉,统货,0.0,0.0,1902.78,2018-01-08,2018-01-14
三棱,统货,0.0,0.0,80.0,2018-01-08,2018-01-14
三七粉#,合肥和义堂,0.0,0.0,0.0,2018-01-08,2018-01-14
三七粉,安徽德昌,0.0,0.0,0.0,2018-01-08,2018-01-14
山慈菇,统货,0.0,0.0,4300.0,2018-01-08,2018-01-14
山豆根,统货,0.0,0.0,528.24,2018-01-08,2018-01-14
炒山药,统货,0.0,0.0,569.16,2018-01-08,2018-01-14
山药,统货,0.0,,1685.16,2018-01-08,2018-01-14
射干,统货,0.0,0.0,476.16,2018-01-08,2018-01-14
升麻,统货,0.0,0.0,469.65,2018-01-08,2018-01-14
生地黄炭,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
生地黄,统货,0.0,,539.04,2018-01-08,2018-01-14
石菖蒲,统货,0.0,0.0,150.0,2018-01-08,2018-01-14
熟地黄,统货,0.0,,520.8,2018-01-08,2018-01-14
熟地黄炭#,皖,,0.0,0.0,2018-01-08,2018-01-14
锁阳#,内蒙古,0.0,0.0,0.0,2018-01-08,2018-01-14
太子参#,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
天冬,统货,0.0,0.0,202.74,2018-01-08,2018-01-14
天花粉,统货,0.0,,104.8,2018-01-08,2018-01-14
天葵子#,湖南,0.0,0.0,0.0,2018-01-08,2018-01-14
天麻,统货,0.0,,1629.36,2018-01-08,2018-01-14
土茯苓,统货,0.0,,373.86,2018-01-08,2018-01-14
土牛膝,统货,0.0,0.0,334.8,2018-01-08,2018-01-14
威灵仙,统货,0.0,0.0,1149.6,2018-01-08,2018-01-14
炒乌药#,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
生乌药,统货,0.0,0.0,133.92,2018-01-08,2018-01-14
淫羊藿根,统货,0.0,,1920.0,2018-01-08,2018-01-14
仙茅,统货,,,200.88,2018-01-08,2018-01-14
制香附,统货,0.0,,2029.76,2018-01-08,2018-01-14
薤白,统货,0.0,0.0,428.52,2018-01-08,2018-01-14
徐长卿,统货,0.0,,1444.0,2018-01-08,2018-01-14
生续断,统货,0.0,,1211.94,2018-01-08,2018-01-14
炒续断,统货,0.0,,1591.37,2018-01-08,2018-01-14
玄参,统货,0.0,,498.48,2018-01-08,2018-01-14
延胡索,统货,,,1596.0,2018-01-08,2018-01-14
银柴胡,统货,0.0,0.0,2105.52,2018-01-08,2018-01-14
玉竹,统货,0.0,0.0,251.1,2018-01-08,2018-01-14
郁金,统货,0.0,,2008.8,2018-01-08,2018-01-14
制远志,统货,0.0,0.0,3200.0,2018-01-08,2018-01-14
蜜炙远志,统货,0.0,0.0,1547.52,2018-01-08,2018-01-14
泽泻,统货,0.0,,518.21,2018-01-08,2018-01-14
浙贝母,统货,0.0,0.0,4680.0,2018-01-08,2018-01-14
知母,统货,0.0,0.0,1048.0,2018-01-08,2018-01-14
蜜炙升麻#,四川,0.0,0.0,0.0,2018-01-08,2018-01-14
紫草,统货,0.0,0.0,619.38,2018-01-08,2018-01-14
蜜炙紫菀,统货,0.0,0.0,318.06,2018-01-08,2018-01-14
紫菀,统货,0.0,0.0,758.88,2018-01-08,2018-01-14
预知子,统货,0.0,0.0,107.14,2018-01-08,2018-01-14
炒白扁豆,统货,0.0,,168.52,2018-01-08,2018-01-14
豆蔻,统货,0.0,0.0,570.0,2018-01-08,2018-01-14
炒蒺藜,统货,0.0,0.0,279.0,2018-01-08,2018-01-14
白芥子,统货,0.0,,187.2,2018-01-08,2018-01-14
柏子仁,统货,0.0,0.0,1038.0,2018-01-08,2018-01-14
荜茇#,河南,0.0,0.0,0.0,2018-01-08,2018-01-14
瘪桃干,统货,,0.0,0.0,2018-01-08,2018-01-14
槟榔,统货,0.0,0.0,50.0,2018-01-08,2018-01-14
炒补骨脂,统货,0.0,,837.0,2018-01-08,2018-01-14
炒苍耳子,统货,0.0,0.0,48.18,2018-01-08,2018-01-14
草豆蔻#,广东,0.0,0.0,0.0,2018-01-08,2018-01-14
去壳草果,统货,0.0,0.0,592.29,2018-01-08,2018-01-14
炒车前子,统货,0.0,0.0,900.0,2018-01-08,2018-01-14
赤小豆,统货,0.0,0.0,288.0,2018-01-08,2018-01-14
炒川楝子,统货,0.0,,388.32,2018-01-08,2018-01-14
生大风子#,越南,0.0,0.0,0.0,2018-01-08,2018-01-14
大胡麻#,安徽,0.0,0.0,0.0,2018-01-08,2018-01-14
炒牛蒡子#,安徽,0.0,0.0,429.66,2018-01-08,2018-01-14
地肤子,统货,0.0,,206.46,2018-01-08,2018-01-14
冬瓜子,统货,0.0,0.0,877.92,2018-01-08,2018-01-14
冬葵果,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
佛手,统货,0.0,0.0,407.34,2018-01-08,2018-01-14
浮小麦,统货,0.0,,90.4,2018-01-08,2018-01-14
生覆盆子,统货,0.0,0.0,500.0,2018-01-08,2018-01-14
丁香,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
枸杞子,统货,,,570.0,2018-01-08,2018-01-14
炒稻芽,统货,0.0,,273.7,2018-01-08,2018-01-14
炒紫苏子,统货,0.0,0.0,112.0,2018-01-08,2018-01-14
花椒,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
炒槐角#,皖,0.0,0.0,0.0,2018-01-08,2018-01-14
炒火麻仁,统货,0.0,0.0,122.76,2018-01-08,2018-01-14
金樱子,统货,0.0,0.0,1854.0,2018-01-08,2018-01-14
炒橘核,统货,0.0,,232.0,2018-01-08,2018-01-14
炒决明子,统货,0.0,,280.0,2018-01-08,2018-01-14
诃子,统货,0.0,0.0,513.0,2018-01-08,2018-01-14
苦杏仁,统货,0.0,0.0,602.64,2018-01-08,2018-01-14
炒荔枝核,统货,,0.0,26.41,2018-01-08,2018-01-14
连翘,统货,0.0,0.0,826.7,2018-01-08,2018-01-14
炒王不留行,统货,0.0,,29.76,2018-01-08,2018-01-14
路路通,统货,0.0,0.0,144.0,2018-01-08,2018-01-14
炒莱菔子,统货,0.0,,502.4,2018-01-08,2018-01-14
蜜炙马兜铃#,安徽,0.0,0.0,0.0,2018-01-08,2018-01-14
生马兜铃#,安徽,0.0,0.0,0.0,2018-01-08,2018-01-14
炒麦芽,统货,0.0,0.0,466.2,2018-01-08,2018-01-14
炒蔓荆子#,安徽,0.0,0.0,0.0,2018-01-08,2018-01-14
生蔓荆子,统货,0.0,0.0,299.64,2018-01-08,2018-01-14
木鳖子,统货,0.0,0.0,0.0,2018-01-08,2018-01-14
木瓜,统货,0.0,,43.15,2018-01-08,2018-01-14
