start_date,减少数量,增加数量,期初金额(进价),期初金额占比,药品名称,厂家,previous_增加数量
2022-11-30,6.0,6.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,6.0
2022-12-31,0.0,6.0,35760.0,1.0,培门冬酶注射液,苏恒瑞医药,6.0
2023-01-31,6.0,6.0,35760.0,1.0,培门冬酶注射液,苏恒瑞医药,6.0
2023-02-28,6.0,0.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,6.0
2023-03-31,6.0,12.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,0.0
2023-04-30,12.0,6.0,35760.0,1.0,培门冬酶注射液,苏恒瑞医药,12.0
2023-05-31,6.0,6.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,6.0
2023-06-30,6.0,0.0,0.0,1.0,培门冬酶注射液,苏恒瑞医药,6.0
2023-07-31,6.0,12.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,0.0
2023-08-31,0.0,0.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,12.0
2023-09-30,0.0,0.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,0.0
2023-10-31,0.0,0.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,0.0
2023-11-30,6.0,0.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,0.0
2023-12-31,6.0,6.0,0.0,1.0,培门冬酶注射液,苏恒瑞医药,0.0
2024-01-31,0.0,6.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,6.0
2024-02-29,6.0,0.0,0.0,1.0,培门冬酶注射液,苏恒瑞医药,6.0
2024-03-31,6.0,12.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,0.0
2024-04-30,0.0,0.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,12.0
2024-05-31,6.0,6.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,0.0
2024-06-30,0.0,0.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,6.0
2024-07-31,12.0,12.0,17880.0,1.0,培门冬酶注射液,苏恒瑞医药,0.0
2024-08-31,6.0,7.0,20860.0,1.0,培门冬酶注射液,苏恒瑞医药,12.0
2018-01-31,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,
2018-02-28,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2018-03-31,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2018-04-30,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2018-05-31,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2018-06-30,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2018-07-31,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2018-08-31,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2018-09-30,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2018-10-31,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2018-11-30,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2018-12-31,2.0,2.0,29700.0,1.0,塞瑞替尼胶囊,诺华,0.0
2019-01-31,2.0,3.0,0.0,1.0,塞瑞替尼胶囊,诺华,2.0
2019-02-28,0.0,3.0,29700.0,1.0,塞瑞替尼胶囊,诺华,3.0
2019-03-31,3.0,3.0,118800.0,1.0,塞瑞替尼胶囊,诺华,3.0
2019-04-30,0.0,4.0,237600.0,1.0,塞瑞替尼胶囊,诺华,3.0
2019-05-31,2.0,0.0,178200.0,1.0,塞瑞替尼胶囊,诺华,4.0
2019-06-30,0.0,0.0,178200.0,1.0,塞瑞替尼胶囊,诺华,0.0
2019-07-31,1.0,0.0,178200.0,1.0,塞瑞替尼胶囊,诺华,0.0
2019-08-31,3.0,1.0,148500.0,1.0,塞瑞替尼胶囊,诺华,0.0
2019-09-30,3.0,1.0,29700.0,1.0,塞瑞替尼胶囊,诺华,1.0
2019-10-31,3.0,5.0,89100.0,1.0,塞瑞替尼胶囊,诺华,1.0
2019-11-30,1.0,0.0,89100.0,1.0,塞瑞替尼胶囊,诺华,5.0
2019-12-31,3.0,5.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2020-01-31,4.0,4.0,118800.0,1.0,塞瑞替尼胶囊,诺华,5.0
2020-02-29,0.0,0.0,118800.0,1.0,塞瑞替尼胶囊,诺华,4.0
2020-03-31,0.0,0.0,118800.0,1.0,塞瑞替尼胶囊,诺华,0.0
2020-04-30,1.0,0.0,89100.0,1.0,塞瑞替尼胶囊,诺华,0.0
2020-05-31,2.0,0.0,29700.0,1.0,塞瑞替尼胶囊,诺华,0.0
2020-06-30,3.0,3.0,29700.0,1.0,塞瑞替尼胶囊,诺华,0.0
2020-07-31,1.0,2.0,59400.0,1.0,塞瑞替尼胶囊,诺华,3.0
2020-08-31,1.0,0.0,29700.0,1.0,塞瑞替尼胶囊,诺华,2.0
2020-09-30,3.0,5.0,89100.0,1.0,塞瑞替尼胶囊,诺华,0.0
2020-10-31,0.0,0.0,89100.0,1.0,塞瑞替尼胶囊,诺华,5.0
2020-11-30,1.0,0.0,89100.0,1.0,塞瑞替尼胶囊,诺华,0.0
2020-12-31,3.0,1.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2021-01-31,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,1.0
2021-02-28,0.0,1.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2021-03-31,2.0,1.0,20400.0,1.0,塞瑞替尼胶囊,诺华,1.0
2021-04-30,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,1.0
2021-05-31,4.0,8.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2021-06-30,0.0,0.0,81600.0,1.0,塞瑞替尼胶囊,诺华,8.0
2021-07-31,2.0,0.0,61200.0,1.0,塞瑞替尼胶囊,诺华,0.0
2021-08-31,0.0,0.0,40800.0,1.0,塞瑞替尼胶囊,诺华,0.0
2021-09-30,1.0,0.0,40800.0,1.0,塞瑞替尼胶囊,诺华,0.0
2021-10-31,1.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2021-11-30,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2021-12-31,0.0,1.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2022-01-31,1.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,1.0
2022-02-28,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2022-03-31,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2022-04-30,0.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2022-05-31,2.0,2.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2022-06-30,2.0,2.0,0.0,1.0,塞瑞替尼胶囊,诺华,2.0
2022-07-31,2.0,4.0,40800.0,1.0,塞瑞替尼胶囊,诺华,2.0
2022-08-31,4.0,4.0,40800.0,1.0,塞瑞替尼胶囊,诺华,4.0
2022-09-30,2.0,2.0,20400.0,1.0,塞瑞替尼胶囊,诺华,4.0
2022-10-31,2.0,0.0,40800.0,1.0,塞瑞替尼胶囊,诺华,2.0
2022-11-30,3.0,6.0,20400.0,1.0,塞瑞替尼胶囊,诺华,0.0
2022-12-31,4.0,3.0,40800.0,1.0,塞瑞替尼胶囊,诺华,6.0
2023-01-31,1.0,1.0,40800.0,1.0,塞瑞替尼胶囊,诺华,3.0
2023-02-28,5.0,3.0,0.0,1.0,塞瑞替尼胶囊,诺华,1.0
2023-03-31,3.0,4.0,16230.0,1.0,塞瑞替尼胶囊,诺华,3.0
2023-04-30,4.0,3.0,0.0,1.0,塞瑞替尼胶囊,诺华,4.0
2023-05-31,0.0,2.0,32460.0,1.0,塞瑞替尼胶囊,诺华,3.0
2023-06-30,0.0,0.0,32460.0,1.0,塞瑞替尼胶囊,诺华,2.0
2023-07-31,2.0,0.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2023-08-31,4.0,6.0,16230.0,1.0,塞瑞替尼胶囊,诺华,0.0
2023-09-30,2.0,5.0,81150.0,1.0,塞瑞替尼胶囊,诺华,6.0
2023-10-31,1.0,0.0,81150.0,1.0,塞瑞替尼胶囊,诺华,5.0
2023-11-30,3.0,1.0,32460.0,1.0,塞瑞替尼胶囊,诺华,0.0
2023-12-31,2.0,2.0,32460.0,1.0,塞瑞替尼胶囊,诺华,1.0
2024-01-31,4.0,2.0,16230.0,1.0,塞瑞替尼胶囊,诺华,2.0
2024-02-29,1.0,2.0,16230.0,1.0,塞瑞替尼胶囊,诺华,2.0
2024-03-31,2.0,2.0,16230.0,1.0,塞瑞替尼胶囊,诺华,2.0
2024-04-30,3.0,5.0,48690.0,1.0,塞瑞替尼胶囊,诺华,2.0
2024-05-31,2.0,1.0,32460.0,1.0,塞瑞替尼胶囊,诺华,5.0
2024-06-30,1.0,0.0,16230.0,1.0,塞瑞替尼胶囊,诺华,1.0
2024-07-31,5.0,5.0,0.0,1.0,塞瑞替尼胶囊,诺华,0.0
2024-08-31,1.0,0.0,16230.0,1.0,塞瑞替尼胶囊,诺华,5.0
2018-01-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,
2018-02-28,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2018-03-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2018-04-30,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2018-05-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2018-06-30,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2018-07-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2018-08-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2018-09-30,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2018-10-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2018-11-30,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2018-12-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-01-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-02-28,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-03-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-04-30,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-05-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-06-30,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-07-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-08-31,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-09-30,0.0,0.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-10-31,10.0,20.0,0.0,1.0,复方黄黛片,天长亿帆,0.0
2019-11-30,13.0,10.0,6300.0,1.0,复方黄黛片,天长亿帆,20.0
2019-12-31,64.0,82.0,0.0,1.0,复方黄黛片,天长亿帆,10.0
2020-01-31,15.0,25.0,45855.0,1.0,复方黄黛片,天长亿帆,82.0
2020-02-29,20.0,0.0,25475.0,1.0,复方黄黛片,天长亿帆,25.0
2020-03-31,20.0,40.0,45855.0,1.0,复方黄黛片,天长亿帆,0.0
2020-04-30,65.0,50.0,50950.0,1.0,复方黄黛片,天长亿帆,40.0
2020-05-31,40.0,20.0,10190.0,1.0,复方黄黛片,天长亿帆,50.0
2020-06-30,81.0,130.0,61140.0,1.0,复方黄黛片,天长亿帆,20.0
2020-07-31,90.0,40.0,71330.0,1.0,复方黄黛片,天长亿帆,130.0
2020-08-31,60.0,100.0,40760.0,1.0,复方黄黛片,天长亿帆,40.0
2020-09-30,67.0,47.0,40760.0,1.0,复方黄黛片,天长亿帆,100.0
2020-10-31,20.0,50.0,50950.0,1.0,复方黄黛片,天长亿帆,47.0
2020-11-30,70.0,50.0,0.0,1.0,复方黄黛片,天长亿帆,50.0
2020-12-31,40.0,50.0,50950.0,1.0,复方黄黛片,天长亿帆,50.0
2021-01-31,110.0,130.0,50950.0,1.0,复方黄黛片,天长亿帆,50.0
2021-02-28,80.0,50.0,81520.0,1.0,复方黄黛片,天长亿帆,130.0
2021-03-31,40.0,70.0,61140.0,1.0,复方黄黛片,天长亿帆,50.0
2021-04-30,30.0,0.0,50950.0,1.0,复方黄黛片,天长亿帆,70.0
2021-05-31,60.0,50.0,40760.0,1.0,复方黄黛片,天长亿帆,0.0
2021-06-30,30.0,50.0,20380.0,1.0,复方黄黛片,天长亿帆,50.0
2021-07-31,70.0,70.0,40760.0,1.0,复方黄黛片,天长亿帆,50.0
2021-08-31,60.0,30.0,20380.0,1.0,复方黄黛片,天长亿帆,70.0
2021-09-30,90.0,110.0,40760.0,1.0,复方黄黛片,天长亿帆,30.0
2021-10-31,70.0,40.0,30570.0,1.0,复方黄黛片,天长亿帆,110.0
2021-11-30,70.0,100.0,40760.0,1.0,复方黄黛片,天长亿帆,40.0
2021-12-31,40.0,20.0,40760.0,1.0,复方黄黛片,天长亿帆,100.0
2022-01-31,100.0,120.0,50950.0,1.0,复方黄黛片,天长亿帆,20.0
2022-02-28,50.0,70.0,20380.0,1.0,复方黄黛片,天长亿帆,120.0
2022-03-31,80.0,50.0,40760.0,1.0,复方黄黛片,天长亿帆,70.0
2022-04-30,110.0,70.0,0.0,1.0,复方黄黛片,天长亿帆,50.0
2022-05-31,60.0,80.0,61140.0,1.0,复方黄黛片,天长亿帆,70.0
2022-06-30,100.0,150.0,30570.0,1.0,复方黄黛片,天长亿帆,80.0
2022-07-31,70.0,50.0,0.0,1.0,复方黄黛片,天长亿帆,150.0
2022-08-31,90.0,70.0,0.0,1.0,复方黄黛片,天长亿帆,50.0
2022-09-30,146.0,136.0,16304.0,1.0,复方黄黛片,天长亿帆,70.0
2022-10-31,29.0,59.0,60121.0,1.0,复方黄黛片,天长亿帆,136.0
2022-11-30,70.0,30.0,20380.0,1.0,复方黄黛片,天长亿帆,59.0
2022-12-31,90.0,140.0,0.0,1.0,复方黄黛片,天长亿帆,30.0
2023-01-31,40.0,20.0,40760.0,1.0,复方黄黛片,天长亿帆,140.0
2023-02-28,40.0,40.0,20380.0,1.0,复方黄黛片,天长亿帆,20.0
2023-03-31,80.0,52.0,22418.0,1.0,复方黄黛片,天长亿帆,40.0
2023-04-30,112.0,120.0,20380.0,1.0,复方黄黛片,天长亿帆,52.0
2023-05-31,70.0,104.0,24456.0,1.0,复方黄黛片,天长亿帆,120.0
2023-06-30,60.0,70.0,65216.0,1.0,复方黄黛片,天长亿帆,104.0
2023-07-31,50.0,0.0,34646.0,1.0,复方黄黛片,天长亿帆,70.0
2023-08-31,44.0,40.0,30570.0,1.0,复方黄黛片,天长亿帆,0.0
2023-09-30,80.0,120.0,20380.0,1.0,复方黄黛片,天长亿帆,40.0
2023-10-31,30.0,0.0,20380.0,1.0,复方黄黛片,天长亿帆,120.0
2023-11-30,50.0,60.0,10190.0,1.0,复方黄黛片,天长亿帆,0.0
2023-12-31,50.0,79.0,50950.0,1.0,复方黄黛片,天长亿帆,60.0
2024-01-31,158.0,129.0,49700.0,1.0,复方黄黛片,天长亿帆,79.0
2024-02-29,10.0,0.0,19880.0,1.0,复方黄黛片,天长亿帆,129.0
2024-03-31,50.0,60.0,9940.0,1.0,复方黄黛片,天长亿帆,0.0
2024-04-30,50.0,50.0,29820.0,1.0,复方黄黛片,天长亿帆,60.0
2024-05-31,40.0,30.0,39760.0,1.0,复方黄黛片,天长亿帆,50.0
2024-06-30,30.0,40.0,29820.0,1.0,复方黄黛片,天长亿帆,30.0
2024-07-31,60.0,70.0,19880.0,1.0,复方黄黛片,天长亿帆,40.0
2024-08-31,40.0,10.0,9940.0,1.0,复方黄黛片,天长亿帆,70.0
2020-06-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,
2020-07-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2020-08-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2020-09-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2020-10-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2020-11-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2020-12-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-01-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-02-28,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-03-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-04-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-05-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-06-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-07-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-08-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-09-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-10-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-11-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2021-12-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-01-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-02-28,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-03-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-04-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-05-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-06-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-07-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-08-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-09-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-10-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-11-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2022-12-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2023-01-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2023-02-28,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2023-03-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2023-04-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2023-05-31,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2023-06-30,0.0,0.0,0.0,1.0,奥布替尼片,诺诚健华,0.0
2023-07-31,43.0,43.0,71208.0,1.0,奥布替尼片,诺诚健华,0.0
2023-08-31,15.0,40.0,89010.0,1.0,奥布替尼片,诺诚健华,43.0
2023-09-30,35.0,30.0,71208.0,1.0,奥布替尼片,诺诚健华,40.0
2023-10-31,22.0,40.0,135295.2,1.0,奥布替尼片,诺诚健华,30.0
2023-11-30,32.0,10.0,35604.0,1.0,奥布替尼片,诺诚健华,40.0
2023-12-31,28.0,25.0,0.0,1.0,奥布替尼片,诺诚健华,10.0
2024-01-31,54.0,61.0,71208.0,1.0,奥布替尼片,诺诚健华,25.0
2024-02-29,16.0,15.0,85449.6,1.0,奥布替尼片,诺诚健华,61.0
2024-03-31,23.0,10.0,39164.4,1.0,奥布替尼片,诺诚健华,15.0
2024-04-30,35.0,39.0,0.0,1.0,奥布替尼片,诺诚健华,10.0
2024-05-31,60.0,50.0,35604.0,1.0,奥布替尼片,诺诚健华,39.0
2024-06-30,40.0,50.0,53406.0,1.0,奥布替尼片,诺诚健华,50.0
2024-07-31,75.0,100.0,35604.0,1.0,奥布替尼片,诺诚健华,50.0
2024-08-31,45.0,10.0,89010.0,1.0,奥布替尼片,诺诚健华,100.0
2020-06-30,0.0,0.0,0.0,1.0,奥拉帕利片,艾伯维,
2020-07-31,47.0,60.0,378560.0,1.0,奥拉帕利片,艾伯维,0.0
2020-08-31,46.0,80.0,369096.0,1.0,奥拉帕利片,艾伯维,60.0
2020-09-30,52.0,80.0,709800.0,1.0,奥拉帕利片,艾伯维,80.0
2020-10-31,47.0,0.0,359632.0,1.0,奥拉帕利片,艾伯维,80.0
2020-11-30,90.0,120.0,264992.0,1.0,奥拉帕利片,艾伯维,0.0
2020-12-31,46.0,20.0,302848.0,1.0,奥拉帕利片,艾伯维,120.0
2021-01-31,82.0,120.0,757120.0,1.0,奥拉帕利片,艾伯维,20.0
2021-02-28,14.6,15.65,567840.0,1.0,奥拉帕利片,艾伯维,120.0
2021-03-31,152.05,172.0,691152.0,1.0,奥拉帕利片,艾伯维,15.65
2021-04-30,152.0,190.0,79968.0,1.0,奥拉帕利片,艾伯维,172.0
2021-05-31,69.0,40.0,456960.0,1.0,奥拉帕利片,艾伯维,190.0
2021-06-30,82.0,20.0,331296.0,1.0,奥拉帕利片,艾伯维,40.0
2021-07-31,44.0,90.0,17136.0,1.0,奥拉帕利片,艾伯维,20.0
2021-08-31,104.0,150.0,456960.0,1.0,奥拉帕利片,艾伯维,90.0
2021-09-30,128.0,150.0,342720.0,1.0,奥拉帕利片,艾伯维,150.0
2021-10-31,43.0,0.0,456960.0,1.0,奥拉帕利片,艾伯维,150.0
2021-11-30,94.0,120.0,234192.0,1.0,奥拉帕利片,艾伯维,0.0
2021-12-31,71.0,0.0,279888.0,1.0,奥拉帕利片,艾伯维,120.0
2022-01-31,70.0,100.0,228480.0,1.0,奥拉帕利片,艾伯维,0.0
2022-02-28,80.0,60.0,114240.0,1.0,奥拉帕利片,艾伯维,100.0
2022-03-31,40.0,100.0,114240.0,1.0,奥拉帕利片,艾伯维,60.0
2022-04-30,60.0,0.0,228480.0,1.0,奥拉帕利片,艾伯维,100.0
2022-05-31,60.0,120.0,456960.0,1.0,奥拉帕利片,艾伯维,0.0
2022-06-30,60.0,0.0,228480.0,1.0,奥拉帕利片,艾伯维,120.0
2022-07-31,80.0,100.0,228480.0,1.0,奥拉帕利片,艾伯维,0.0
2022-08-31,60.0,40.0,0.0,1.0,奥拉帕利片,艾伯维,100.0
2022-09-30,80.0,60.0,114240.0,1.0,奥拉帕利片,艾伯维,40.0
2022-10-31,20.0,60.0,228480.0,1.0,奥拉帕利片,艾伯维,60.0
2022-11-30,100.0,140.0,0.0,1.0,奥拉帕利片,艾伯维,60.0
2022-12-31,80.0,0.0,228480.0,1.0,奥拉帕利片,艾伯维,140.0
2023-01-31,50.0,140.0,342720.0,1.0,奥拉帕利片,艾伯维,0.0
2023-02-28,135.0,65.0,228480.0,1.0,奥拉帕利片,艾伯维,140.0
2023-03-31,145.0,185.0,201062.4,1.0,奥拉帕利片,艾伯维,65.0
2023-04-30,110.0,110.0,100531.2,1.0,奥拉帕利片,艾伯维,185.0
2023-05-31,60.0,80.0,201062.4,1.0,奥拉帕利片,艾伯维,110.0
2023-06-30,120.0,100.0,100531.2,1.0,奥拉帕利片,艾伯维,80.0
2023-07-31,140.0,140.0,301593.6,1.0,奥拉帕利片,艾伯维,100.0
2023-08-31,60.0,40.0,100531.2,1.0,奥拉帕利片,艾伯维,140.0
2023-09-30,120.0,140.0,100531.2,1.0,奥拉帕利片,艾伯维,40.0
2023-10-31,110.0,90.0,0.0,1.0,奥拉帕利片,艾伯维,140.0
2023-11-30,140.0,160.0,502656.0,1.0,奥拉帕利片,艾伯维,90.0
2023-12-31,130.0,70.0,0.0,1.0,奥拉帕利片,艾伯维,160.0
2024-01-31,140.0,180.0,201062.4,1.0,奥拉帕利片,艾伯维,70.0
2024-02-29,0.0,0.0,201062.4,1.0,奥拉帕利片,艾伯维,180.0
2024-03-31,60.0,20.0,100531.2,1.0,奥拉帕利片,艾伯维,0.0
2024-04-30,110.0,170.0,301593.6,1.0,奥拉帕利片,艾伯维,20.0
2024-05-31,100.0,100.0,201062.4,1.0,奥拉帕利片,艾伯维,170.0
2024-06-30,70.0,50.0,201062.4,1.0,奥拉帕利片,艾伯维,100.0
2024-07-31,160.0,180.0,201062.4,1.0,奥拉帕利片,艾伯维,50.0
2024-08-31,140.0,120.0,402124.8,1.0,奥拉帕利片,艾伯维,180.0
2020-06-30,1.0,1.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,
2020-07-31,1.0,1.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,1.0
2020-08-31,7.0,7.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,1.0
2020-09-30,4.0,4.0,0.0,0.25,富马酸丙酚替诺福韦片,吉利德,7.0
2020-10-31,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,4.0
2020-11-30,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2020-12-31,7.0,7.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2021-01-31,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,7.0
2021-02-28,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2021-03-31,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2021-04-30,5.0,5.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2021-05-31,5.0,5.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,5.0
2021-06-30,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,5.0
2021-07-31,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2021-08-31,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2021-09-30,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2021-10-31,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2021-11-30,5.0,5.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2021-12-31,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,5.0
2022-01-31,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2022-02-28,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2022-03-31,0.0,0.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2022-04-30,170.0,218.0,51782.4,0.14774304287488133,富马酸丙酚替诺福韦片,吉利德,0.0
2022-05-31,144.0,144.0,51782.4,0.6002469386982557,富马酸丙酚替诺福韦片,吉利德,218.0
2022-06-30,336.0,480.0,77673.6,0.5323700142554126,富马酸丙酚替诺福韦片,吉利德,144.0
2022-07-31,352.0,288.0,69043.2,0.8036600703322476,富马酸丙酚替诺福韦片,吉利德,480.0
2022-08-31,321.0,288.0,51782.4,0.840910715298385,富马酸丙酚替诺福韦片,吉利德,288.0
2022-09-30,479.0,624.0,126759.0,0.6395286429982677,富马酸丙酚替诺福韦片,吉利德,288.0
2022-10-31,346.0,480.0,103564.8,0.8084635073664252,富马酸丙酚替诺福韦片,吉利德,624.0
2022-11-30,374.0,0.0,40994.4,0.9604869011653456,富马酸丙酚替诺福韦片,吉利德,480.0
2022-12-31,336.0,336.0,0.0,0.0,富马酸丙酚替诺福韦片,吉利德,0.0
2023-01-31,10.0,48.0,20497.2,0.4836207140632521,富马酸丙酚替诺福韦片,吉利德,336.0
