药品名称,厂家,start_date,end_date,减少数量,增加数量,期初金额(进价),期初金额占比,previous_增加数量
帕米帕利胶囊,百济神州,2024-04-08,2024-04-14,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-04-15,2024-04-21,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-04-22,2024-04-28,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-04-29,2024-05-05,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-05-06,2024-05-12,4.0,4.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-05-13,2024-05-19,0.0,0.0,0.0,1.0,4.0
帕米帕利胶囊,百济神州,2024-05-20,2024-05-26,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-05-27,2024-06-02,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-06-03,2024-06-09,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-06-10,2024-06-16,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-06-17,2024-06-23,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-06-24,2024-06-30,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-07-01,2024-07-07,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-07-08,2024-07-14,0.0,4.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-07-15,2024-07-21,0.0,0.0,12864.0,1.0,4.0
帕米帕利胶囊,百济神州,2024-07-22,2024-07-28,0.0,0.0,12864.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-07-29,2024-08-04,0.0,0.0,12864.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-08-05,2024-08-11,4.0,0.0,12864.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-08-12,2024-08-18,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-08-19,2024-08-25,0.0,0.0,0.0,1.0,0.0
帕米帕利胶囊,百济神州,2024-08-26,2024-09-01,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-06-01,2020-06-07,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-06-08,2020-06-14,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-06-15,2020-06-21,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-06-22,2020-06-28,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-06-29,2020-07-05,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-07-06,2020-07-12,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-07-13,2020-07-19,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-07-20,2020-07-26,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-07-27,2020-08-02,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-08-03,2020-08-09,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-08-10,2020-08-16,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-08-17,2020-08-23,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-08-24,2020-08-30,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-08-31,2020-09-06,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-09-07,2020-09-13,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-09-14,2020-09-20,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-09-21,2020-09-27,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-09-28,2020-10-04,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-10-05,2020-10-11,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-10-12,2020-10-18,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-10-19,2020-10-25,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-10-26,2020-11-01,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-11-02,2020-11-08,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-11-09,2020-11-15,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-11-16,2020-11-22,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-11-23,2020-11-29,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-11-30,2020-12-06,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-12-07,2020-12-13,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-12-14,2020-12-20,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-12-21,2020-12-27,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2020-12-28,2021-01-03,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-01-04,2021-01-10,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-01-11,2021-01-17,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-01-18,2021-01-24,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-01-25,2021-01-31,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-02-01,2021-02-07,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-02-08,2021-02-14,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-02-15,2021-02-21,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-02-22,2021-02-28,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-03-01,2021-03-07,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-03-08,2021-03-14,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-03-15,2021-03-21,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-03-22,2021-03-28,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-03-29,2021-04-04,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-04-05,2021-04-11,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-04-12,2021-04-18,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-04-19,2021-04-25,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-04-26,2021-05-02,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-05-03,2021-05-09,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-05-10,2021-05-16,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-05-17,2021-05-23,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-05-24,2021-05-30,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-05-31,2021-06-06,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-06-07,2021-06-13,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-06-14,2021-06-20,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-06-21,2021-06-27,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-06-28,2021-07-04,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-07-05,2021-07-11,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-07-12,2021-07-18,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-07-19,2021-07-25,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-07-26,2021-08-01,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-08-02,2021-08-08,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-08-09,2021-08-15,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-08-16,2021-08-22,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-08-23,2021-08-29,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-08-30,2021-09-05,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-09-06,2021-09-12,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-09-13,2021-09-19,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-09-20,2021-09-26,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-09-27,2021-10-03,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-10-04,2021-10-10,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-10-11,2021-10-17,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-10-18,2021-10-24,0.0,4.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-10-25,2021-10-31,0.0,0.0,12640.0,1.0,4.0
度普利尤单抗注射液,赛诺菲,2021-11-01,2021-11-07,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-11-08,2021-11-14,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-11-15,2021-11-21,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-11-22,2021-11-28,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-11-29,2021-12-05,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-12-06,2021-12-12,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-12-13,2021-12-19,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-12-17,2022-01-01,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2021-12-20,2021-12-26,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-01-03,2022-01-09,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-01-10,2022-01-16,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-01-17,2022-01-23,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-01-24,2022-01-30,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-01-30,2022-02-06,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-02-07,2022-02-13,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-02-14,2022-02-20,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-02-21,2022-02-27,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-02-28,2022-03-06,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-03-07,2022-03-13,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-03-14,2022-03-20,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-03-21,2022-03-27,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-03-28,2022-04-03,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-04-04,2022-04-10,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-04-11,2022-04-17,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-04-18,2022-04-24,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-04-25,2022-05-01,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-05-02,2022-05-08,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-05-09,2022-05-15,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-05-16,2022-05-22,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-05-23,2022-05-29,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-05-30,2022-06-05,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-06-06,2022-06-12,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-06-13,2022-06-19,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-06-20,2022-06-26,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-06-27,2022-07-03,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-07-04,2022-07-10,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-07-11,2022-07-17,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-07-18,2022-07-24,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-07-25,2022-07-31,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-08-01,2022-08-07,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-08-08,2022-08-14,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-08-15,2022-08-21,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-08-22,2022-08-28,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-08-29,2022-09-04,4.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-09-05,2022-09-11,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-09-12,2022-09-18,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-09-19,2022-09-25,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-09-26,2022-10-02,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-10-03,2022-10-09,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-10-10,2022-10-16,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-10-17,2022-10-23,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-10-24,2022-10-30,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-10-31,2022-11-06,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-11-07,2022-11-13,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-11-14,2022-11-20,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-11-21,2022-11-27,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-11-28,2022-12-04,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-12-05,2022-12-11,2.0,2.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-12-12,2022-12-18,0.0,0.0,0.0,1.0,2.0
度普利尤单抗注射液,赛诺菲,2022-12-19,2022-12-25,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2022-12-26,2023-01-01,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-01-02,2023-01-08,2.0,2.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-01-09,2023-01-15,0.0,0.0,0.0,1.0,2.0
度普利尤单抗注射液,赛诺菲,2023-01-16,2023-01-22,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-01-23,2023-01-29,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-01-30,2023-02-05,2.0,6.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-02-06,2023-02-12,0.0,0.0,12640.0,1.0,6.0
度普利尤单抗注射液,赛诺菲,2023-02-13,2023-02-19,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-02-20,2023-02-26,0.0,0.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-02-27,2023-03-05,4.0,2.0,12640.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-03-06,2023-03-12,8.0,8.0,5561.6,1.0,2.0
度普利尤单抗注射液,赛诺菲,2023-03-13,2023-03-19,0.0,0.0,5561.6,1.0,8.0
度普利尤单抗注射液,赛诺菲,2023-03-20,2023-03-26,0.0,0.0,5561.6,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-03-27,2023-04-02,6.0,4.0,5561.6,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-04-03,2023-04-09,0.0,0.0,0.0,1.0,4.0
度普利尤单抗注射液,赛诺菲,2023-04-10,2023-04-16,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-04-17,2023-04-23,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-04-24,2023-04-30,4.0,4.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-05-01,2023-05-07,0.0,0.0,0.0,1.0,4.0
度普利尤单抗注射液,赛诺菲,2023-05-08,2023-05-14,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-05-15,2023-05-21,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-05-22,2023-05-28,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-05-29,2023-06-04,6.0,6.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-06-05,2023-06-11,0.0,0.0,0.0,1.0,6.0
度普利尤单抗注射液,赛诺菲,2023-06-12,2023-06-18,4.0,4.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-06-19,2023-06-25,0.0,0.0,0.0,1.0,4.0
度普利尤单抗注射液,赛诺菲,2023-06-26,2023-07-02,0.0,0.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-07-03,2023-07-09,0.0,2.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-07-10,2023-07-16,6.0,134.0,5561.6,1.0,2.0
度普利尤单抗注射液,赛诺菲,2023-07-17,2023-07-23,32.0,0.0,361504.0,1.0,134.0
度普利尤单抗注射液,赛诺菲,2023-07-24,2023-07-30,38.0,0.0,272518.4,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-07-31,2023-08-06,20.0,0.0,166848.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-08-07,2023-08-13,72.0,32.0,111232.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-08-14,2023-08-20,0.0,96.0,0.0,1.0,32.0
度普利尤单抗注射液,赛诺菲,2023-08-21,2023-08-27,36.0,0.0,266956.8,1.0,96.0
度普利尤单抗注射液,赛诺菲,2023-08-28,2023-09-03,0.0,0.0,166848.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-09-04,2023-09-10,32.0,32.0,166848.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-09-11,2023-09-17,0.0,0.0,166848.0,1.0,32.0
度普利尤单抗注射液,赛诺菲,2023-09-18,2023-09-24,64.0,32.0,166848.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-09-25,2023-10-01,30.0,64.0,77862.4,1.0,32.0
度普利尤单抗注射液,赛诺菲,2023-10-02,2023-10-08,0.0,0.0,172409.6,1.0,64.0
度普利尤单抗注射液,赛诺菲,2023-10-09,2023-10-15,2.0,0.0,172409.6,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-10-16,2023-10-22,62.0,32.0,166848.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-10-23,2023-10-29,0.0,0.0,83424.0,1.0,32.0
度普利尤单抗注射液,赛诺菲,2023-10-30,2023-11-05,30.0,32.0,83424.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-11-06,2023-11-12,2.0,32.0,88985.6,1.0,32.0
度普利尤单抗注射液,赛诺菲,2023-11-13,2023-11-19,34.0,0.0,172409.6,1.0,32.0
度普利尤单抗注射液,赛诺菲,2023-11-20,2023-11-26,28.0,32.0,77862.4,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-11-27,2023-12-03,4.0,0.0,88985.6,1.0,32.0
度普利尤单抗注射液,赛诺菲,2023-12-04,2023-12-10,28.0,32.0,77862.4,1.0,0.0
度普利尤单抗注射液,赛诺菲,2023-12-11,2023-12-17,32.0,32.0,88985.6,1.0,32.0
度普利尤单抗注射液,赛诺菲,2023-12-18,2023-12-24,32.0,0.0,88985.6,1.0,32.0
度普利尤单抗注射液,赛诺菲,2023-12-25,2023-12-31,4.0,64.0,0.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-01-01,2024-01-07,32.0,0.0,166848.0,1.0,64.0
度普利尤单抗注射液,赛诺菲,2024-01-08,2024-01-14,34.0,70.0,77862.4,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-01-15,2024-01-21,32.0,64.0,177971.2,1.0,70.0
度普利尤单抗注射液,赛诺菲,2024-01-22,2024-01-28,32.0,32.0,266956.8,1.0,64.0
度普利尤单抗注射液,赛诺菲,2024-01-29,2024-02-04,36.0,32.0,266956.8,1.0,32.0
度普利尤单抗注射液,赛诺菲,2024-02-05,2024-02-11,6.0,0.0,255833.6,1.0,32.0
度普利尤单抗注射液,赛诺菲,2024-02-12,2024-02-18,54.0,0.0,239148.8,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-02-19,2024-02-25,0.0,32.0,88985.6,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-02-26,2024-03-03,32.0,0.0,177971.2,1.0,32.0
度普利尤单抗注射液,赛诺菲,2024-03-04,2024-03-10,32.0,32.0,88985.6,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-03-11,2024-03-17,38.0,96.0,88985.6,1.0,32.0
度普利尤单抗注射液,赛诺菲,2024-03-18,2024-03-24,38.0,6.0,250272.0,1.0,96.0
度普利尤单抗注射液,赛诺菲,2024-03-25,2024-03-31,42.0,32.0,161286.4,1.0,6.0
度普利尤单抗注射液,赛诺菲,2024-04-01,2024-04-07,64.0,32.0,133478.4,1.0,32.0
度普利尤单抗注射液,赛诺菲,2024-04-08,2024-04-14,32.0,128.0,44492.8,1.0,32.0
度普利尤单抗注射液,赛诺菲,2024-04-15,2024-04-21,32.0,0.0,311449.6,1.0,128.0
度普利尤单抗注射液,赛诺菲,2024-04-22,2024-04-28,64.0,0.0,222464.0,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-04-29,2024-05-05,12.0,96.0,44492.8,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-05-06,2024-05-12,96.0,64.0,278080.0,1.0,96.0
度普利尤单抗注射液,赛诺菲,2024-05-13,2024-05-19,0.0,32.0,189094.4,1.0,64.0
度普利尤单抗注射液,赛诺菲,2024-05-20,2024-05-26,66.0,2.0,278080.0,1.0,32.0
度普利尤单抗注射液,赛诺菲,2024-05-27,2024-06-02,36.0,32.0,100108.8,1.0,2.0
度普利尤单抗注射液,赛诺菲,2024-06-03,2024-06-09,74.0,138.0,88985.6,1.0,32.0
度普利尤单抗注射液,赛诺菲,2024-06-10,2024-06-16,32.0,0.0,266956.8,1.0,138.0
度普利尤单抗注射液,赛诺菲,2024-06-17,2024-06-23,32.0,64.0,177971.2,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-06-24,2024-06-30,32.0,64.0,266956.8,1.0,64.0
度普利尤单抗注射液,赛诺菲,2024-07-01,2024-07-07,32.0,0.0,355942.4,1.0,64.0
度普利尤单抗注射液,赛诺菲,2024-07-08,2024-07-14,64.0,0.0,266956.8,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-07-15,2024-07-21,32.0,32.0,88985.6,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-07-22,2024-07-28,62.0,42.0,88985.6,1.0,32.0
度普利尤单抗注射液,赛诺菲,2024-07-29,2024-08-04,76.0,160.0,33369.6,1.0,42.0
度普利尤单抗注射液,赛诺菲,2024-08-05,2024-08-11,64.0,64.0,266956.8,1.0,160.0
度普利尤单抗注射液,赛诺菲,2024-08-12,2024-08-18,32.0,0.0,266956.8,1.0,64.0
度普利尤单抗注射液,赛诺菲,2024-08-19,2024-08-25,32.0,0.0,177971.2,1.0,0.0
度普利尤单抗注射液,赛诺菲,2024-08-26,2024-09-01,70.0,230.0,88985.6,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-01-01,2018-01-07,0.0,0.0,11100.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-01-08,2018-01-14,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-01-15,2018-01-21,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-01-22,2018-01-28,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-01-29,2018-02-04,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-02-05,2018-02-11,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-02-12,2018-02-18,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-02-19,2018-02-25,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-02-26,2018-03-04,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-03-05,2018-03-11,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-03-12,2018-03-18,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-03-19,2018-03-25,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-03-26,2018-04-01,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-04-02,2018-04-08,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-04-09,2018-04-15,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-04-16,2018-04-22,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-04-23,2018-04-29,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-04-30,2018-05-06,0.0,0.0,16650.0,1.0,0.0
康柏西普眼用注射液,成都康弘,2018-05-07,2018-05-13,0.0,0.0,16650.0,1.0,0.0
